family,n,instance,seed,source_rep,p,ar_transfer,ar_ceiling,regret_transfer
ER(0.25),14,9,20282020,2,3,0.8835761482564093,0.9059638540329176,0.022387705776508282
ER(0.25),14,9,20282020,3,1,0.8041052175617911,0.8109788995180817,0.006873681956290567
ER(0.25),14,9,20282020,3,3,0.891455286417789,0.9059638540329176,0.014508567615128531
ER(0.25),14,10,20282021,1,1,0.7544119598122802,0.7587223744972146,0.004310414684934427
ER(0.25),14,10,20282021,1,3,0.869658522151525,0.8711163397266019,0.001457817575076903
ER(0.25),14,10,20282021,2,1,0.7447362235189293,0.7587223744972146,0.013986150978285261
ER(0.25),14,10,20282021,2,3,0.8363188490245743,0.8711163397266019,0.034797490702027534
ER(0.25),14,10,20282021,3,1,0.7435626241853402,0.7587223744972146,0.015159750311874332
ER(0.25),14,10,20282021,3,3,0.869658522151525,0.8711163397266019,0.001457817575076903
ER(0.25),14,11,20282022,1,1,0.7953934553429627,0.8114138846767143,0.016020429333751585
ER(0.25),14,11,20282022,1,3,0.8666163066789812,0.8948110957158958,0.028194789036914636
ER(0.25),14,11,20282022,2,1,0.7841082390434767,0.8114138846767143,0.027305645633237563
ER(0.25),14,11,20282022,2,3,0.879674146241869,0.8948110957158958,0.015136949474026773
ER(0.25),14,11,20282022,3,1,0.7775326357492927,0.8114138846767143,0.033881248927421614
ER(0.25),14,11,20282022,3,3,0.8666163066789812,0.8948110957158958,0.028194789036914636
ER(0.25),14,12,20282023,1,1,0.7877516138541713,0.7910383490973726,0.003286735243201333
ER(0.25),14,12,20282023,1,3,0.8757019423916157,0.8864787116138544,0.010776769222238691
ER(0.25),14,12,20282023,2,1,0.780733180585197,0.7910383490973726,0.010305168512175555
ER(0.25),14,12,20282023,2,3,0.8687901045128995,0.8864787116138544,0.01768860710095488
ER(0.25),14,12,20282023,3,1,0.7746364648122634,0.7910383490973726,0.016401884285109136
ER(0.25),14,12,20282023,3,3,0.8757019423916157,0.8864787116138544,0.010776769222238691
ER(0.25),14,13,20282024,1,1,0.8147810608938852,0.8148035476800288,2.2486786143582904e-5
ER(0.25),14,13,20282024,1,3,0.8989242160689128,0.9092009785444956,0.010276762475582735
ER(0.25),14,13,20282024,2,1,0.8099216898843246,0.8148035476800288,0.00488185779570427
ER(0.25),14,13,20282024,2,3,0.8899769614608248,0.9092009785444956,0.01922401708367072
ER(0.25),14,13,20282024,3,1,0.8074179794756556,0.8148035476800288,0.007385568204373194
ER(0.25),14,13,20282024,3,3,0.8989242160689128,0.9092009785444956,0.010276762475582735
ER(0.25),14,14,20282025,1,1,0.774372759166645,0.775506052818805,0.0011332936521599724
ER(0.25),14,14,20282025,1,3,0.8662352278386981,0.8738813223527024,0.007646094514004331
ER(0.25),14,14,20282025,2,1,0.76840575987752,0.775506052818805,0.0071002929412850024
ER(0.25),14,14,20282025,2,3,0.8531012638487243,0.8738813223527024,0.020780058503978127
ER(0.25),14,14,20282025,3,1,0.7662754170001641,0.775506052818805,0.00923063581864092
ER(0.25),14,14,20282025,3,3,0.8662352278386981,0.8738813223527024,0.007646094514004331
ER(0.25),14,15,20282026,1,1,0.781726181448121,0.7911158467839705,0.009389665335849506
ER(0.25),14,15,20282026,1,3,0.8776737904479179,0.8869691101620887,0.009295319714170747
ER(0.25),14,15,20282026,2,1,0.7678762897502996,0.7911158467839705,0.023239557033670866
ER(0.25),14,15,20282026,2,3,0.8455265717017375,0.8869691101620887,0.041442538460351175
ER(0.25),14,15,20282026,3,1,0.7662377158534436,0.7911158467839705,0.02487813093052693
ER(0.25),14,15,20282026,3,3,0.8776737904479179,0.8869691101620887,0.009295319714170747
ER(0.25),14,16,20282027,1,1,0.7662810322363525,0.7662810322363525,0.0
ER(0.25),14,16,20282027,1,3,0.8775029262282559,0.8775029262282559,0.0
ER(0.25),14,16,20282027,2,1,0.7623362922824976,0.7662810322363525,0.003944739953854914
ER(0.25),14,16,20282027,2,3,0.8482242443951149,0.8775029262282559,0.029278681833140974
ER(0.25),14,16,20282027,3,1,0.7609222557607522,0.7662810322363525,0.005358776475600235
ER(0.25),14,16,20282027,3,3,0.8775029262282559,0.8775029262282559,0.0
ER(0.25),14,17,20282028,1,1,0.7971946784375167,0.8054879545020768,0.008293276064560096
ER(0.25),14,17,20282028,1,3,0.9081052549058434,0.9164506420791984,0.008345387173354979
ER(0.25),14,17,20282028,2,1,0.7844377830775511,0.8054879545020768,0.0210501714245257
ER(0.25),14,17,20282028,2,3,0.8686739774967315,0.9164506420791984,0.04777666458246688
ER(0.25),14,17,20282028,3,1,0.7822099277167093,0.8054879545020768,0.0232780267853675
ER(0.25),14,17,20282028,3,3,0.9081052549058434,0.9164506420791984,0.008345387173354979
ER(0.25),14,18,20282029,1,1,0.7714573460213825,0.7714573460213825,0.0
ER(0.25),14,18,20282029,1,3,0.8776874629711668,0.8812073944935332,0.003519931522366404
ER(0.25),14,18,20282029,2,1,0.7671624259256031,0.7714573460213825,0.004294920095779364
ER(0.25),14,18,20282029,2,3,0.8393608788572153,0.8812073944935332,0.041846515636317916
ER(0.25),14,18,20282029,3,1,0.7669701561995443,0.7714573460213825,0.004487189821838156
ER(0.25),14,18,20282029,3,3,0.8776874629711668,0.8812073944935332,0.003519931522366404
ER(0.25),14,19,20282030,1,1,0.7734619376280649,0.7801398830574959,0.006677945429431009
ER(0.25),14,19,20282030,1,3,0.8790879770083155,0.8830530017939646,0.003965024785649085
ER(0.25),14,19,20282030,2,1,0.7615625245553737,0.7801398830574959,0.018577358502122276
ER(0.25),14,19,20282030,2,3,0.8454192427208124,0.8830530017939646,0.03763375907315225
ER(0.25),14,19,20282030,3,1,0.75986585512521,0.7801398830574959,0.020274027932285943
ER(0.25),14,19,20282030,3,3,0.8790879770083155,0.8830530017939646,0.003965024785649085
ER(0.25),14,20,20282031,1,1,0.8090205831566241,0.8172061613224939,0.008185578165869845
ER(0.25),14,20,20282031,1,3,0.8777239458368895,0.8959769271934203,0.01825298135653075
ER(0.25),14,20,20282031,2,1,0.7980805931169122,0.8172061613224939,0.019125568205581756
ER(0.25),14,20,20282031,2,3,0.872513141562534,0.8959769271934203,0.023463785630886247
ER(0.25),14,20,20282031,3,1,0.7928158844307548,0.8172061613224939,0.024390276891739116
ER(0.25),14,20,20282031,3,3,0.8777239458368895,0.8959769271934203,0.01825298135653075
ER(0.25),14,21,20282032,1,1,0.7069511957876952,0.7089759179614354,0.0020247221737402787
ER(0.25),14,21,20282032,1,3,0.8325171458130916,0.8437982370771806,0.01128109126408905
ER(0.25),14,21,20282032,2,1,0.6988984729828291,0.7089759179614354,0.010077444978606298
ER(0.25),14,21,20282032,2,3,0.768194552337118,0.8437982370771806,0.07560368474006263
ER(0.25),14,21,20282032,3,1,0.6991563732539456,0.7089759179614354,0.009819544707489802
ER(0.25),14,21,20282032,3,3,0.8325171458130916,0.8437982370771806,0.01128109126408905
ER(0.25),14,22,20282033,1,1,0.7978041144273323,0.8094831974265501,0.011679082999217716
ER(0.25),14,22,20282033,1,3,0.91945943085938,0.9250816267459105,0.005622195886530568
ER(0.25),14,22,20282033,2,1,0.7824808652937338,0.8094831974265501,0.02700233213281622
ER(0.25),14,22,20282033,2,3,0.8763741829935225,0.9250816267459105,0.048707443752388
ER(0.25),14,22,20282033,3,1,0.7793275622630825,0.8094831974265501,0.03015563516346753
ER(0.25),14,22,20282033,3,3,0.91945943085938,0.9250816267459105,0.005622195886530568
ER(0.25),14,23,20282034,1,1,0.756941771824434,0.7574565161751551,0.0005147443507210747
ER(0.25),14,23,20282034,1,3,0.8831265102323542,0.8845299512580533,0.0014034410256991148
ER(0.25),14,23,20282034,2,1,0.7516565401423698,0.7574565161751551,0.005799976032785259
ER(0.25),14,23,20282034,2,3,0.8347725502695195,0.8845299512580533,0.04975740098853387
ER(0.25),14,23,20282034,3,1,0.750828207391951,0.7574565161751551,0.006628308783204084
ER(0.25),14,23,20282034,3,3,0.8831265102323542,0.8845299512580533,0.0014034410256991148
ER(0.25),14,24,20282035,1,1,0.7928896458908028,0.8015942332826318,0.008704587391829
ER(0.25),14,24,20282035,1,3,0.8947861585167052,0.898937583710478,0.004151425193772873
ER(0.25),14,24,20282035,2,1,0.7789742084035579,0.8015942332826318,0.022620024879073886
ER(0.25),14,24,20282035,2,3,0.8520734346131588,0.898937583710478,0.046864149097319285
ER(0.25),14,24,20282035,3,1,0.7764093740339805,0.8015942332826318,0.025184859248651326
ER(0.25),14,24,20282035,3,3,0.8947861585167052,0.898937583710478,0.004151425193772873
ER(0.25),14,25,20282036,1,1,0.7561953048070482,0.7665099199042766,0.010314615097228419
ER(0.25),14,25,20282036,1,3,0.8697089341437219,0.8748357419260941,0.005126807782372289
ER(0.25),14,25,20282036,2,1,0.7443947112101035,0.7665099199042766,0.02211520869417316
ER(0.25),14,25,20282036,2,3,0.8432147499062028,0.8748357419260941,0.031620992019891325
ER(0.25),14,25,20282036,3,1,0.7407973151464459,0.7665099199042766,0.02571260475783077
ER(0.25),14,25,20282036,3,3,0.8697089341437219,0.8748357419260941,0.005126807782372289
ER(0.25),14,26,20282037,1,1,0.7770209601919833,0.779125230565207,0.0021042703732236934
ER(0.25),14,26,20282037,1,3,0.8863667375061566,0.8926398272434564,0.006273089737299786
ER(0.25),14,26,20282037,2,1,0.7685646641097497,0.779125230565207,0.010560566455457332
ER(0.25),14,26,20282037,2,3,0.8403691215756814,0.8926398272434564,0.05227070566777492
ER(0.25),14,26,20282037,3,1,0.767453595754414,0.779125230565207,0.01167163481079303
ER(0.25),14,26,20282037,3,3,0.8863667375061566,0.8926398272434564,0.006273089737299786
ER(0.25),14,27,20282038,1,1,0.7674116871281164,0.7703402909227876,0.002928603794671192
ER(0.25),14,27,20282038,1,3,0.8603884229317197,0.8681251249669613,0.007736702035241572
ER(0.25),14,27,20282038,2,1,0.7582216949168038,0.7703402909227876,0.01211859600598375
ER(0.25),14,27,20282038,2,3,0.8292908976809726,0.8681251249669613,0.03883422728598862
ER(0.25),14,27,20282038,3,1,0.7577466531012351,0.7703402909227876,0.012593637821552428
ER(0.25),14,27,20282038,3,3,0.8603884229317197,0.8681251249669613,0.007736702035241572
ER(0.25),14,28,20282039,1,1,0.7797459727268192,0.7960529957943668,0.01630702306754761
ER(0.25),14,28,20282039,1,3,0.8777365649774506,0.889268313272887,0.011531748295436461
ER(0.25),14,28,20282039,2,1,0.765490058925628,0.7960529957943668,0.030562936868738788
ER(0.25),14,28,20282039,2,3,0.8524726585639497,0.889268313272887,0.03679565470893731
ER(0.25),14,28,20282039,3,1,0.7613057187772378,0.7960529957943668,0.034747277017128986
ER(0.25),14,28,20282039,3,3,0.8777365649774506,0.889268313272887,0.011531748295436461
ER(0.25),14,29,20282040,1,1,0.7721620771994158,0.7746392021282071,0.0024771249287913744
ER(0.25),14,29,20282040,1,3,0.8659332799661175,0.8723113019703492,0.006378022004231765
ER(0.25),14,29,20282040,2,1,0.7640842084966818,0.7746392021282071,0.010554993631525345
ER(0.25),14,29,20282040,2,3,0.8581991771611847,0.8723113019703492,0.014112124809164572
ER(0.25),14,29,20282040,3,1,0.7600793705379127,0.7746392021282071,0.014559831590294392
ER(0.25),14,29,20282040,3,3,0.8659332799661175,0.8723113019703492,0.006378022004231765
ER(0.25),14,30,20282041,1,1,0.7492782807081191,0.7503931185978867,0.001114837889767628
ER(0.25),14,30,20282041,1,3,0.8563054747471132,0.8598524165991387,0.0035469418520255314
ER(0.25),14,30,20282041,2,1,0.7425297079716242,0.7503931185978867,0.007863410626262501
ER(0.25),14,30,20282041,2,3,0.8155380404611762,0.8598524165991387,0.04431437613796252
ER(0.25),14,30,20282041,3,1,0.7413949853137293,0.7503931185978867,0.008998133284157439
ER(0.25),14,30,20282041,3,3,0.8563054747471132,0.8598524165991387,0.0035469418520255314
BA(k=2),12,1,20291812,1,1,0.7553764702979572,0.7554036783908936,2.720809293643711e-5
BA(k=2),12,1,20291812,1,3,0.8637789394078405,0.8681106729087494,0.004331733500908985
BA(k=2),12,1,20291812,2,1,0.7554036783908936,0.7554036783908936,0.0
BA(k=2),12,1,20291812,2,3,0.8625488408459796,0.8681106729087494,0.005561832062769834
BA(k=2),12,1,20291812,3,1,0.7531155562235938,0.7554036783908936,0.0022881221672997887
BA(k=2),12,1,20291812,3,3,0.8625488408459796,0.8681106729087494,0.005561832062769834
BA(k=2),12,2,20291813,1,1,0.8512226738582986,0.8520181839456353,0.0007955100873366927
BA(k=2),12,2,20291813,1,3,0.9209906293663498,0.9270552008057835,0.00606457143943373
BA(k=2),12,2,20291813,2,1,0.8520181839456353,0.8520181839456353,0.0
BA(k=2),12,2,20291813,2,3,0.9270552008057835,0.9270552008057835,0.0
BA(k=2),12,2,20291813,3,1,0.851393524617761,0.8520181839456353,0.0006246593278743662
BA(k=2),12,2,20291813,3,3,0.9270552008057835,0.9270552008057835,0.0
BA(k=2),12,3,20291814,1,1,0.8452970004153122,0.8458511257869368,0.0005541253716245809
BA(k=2),12,3,20291814,1,3,0.9287096954222224,0.9360655515788486,0.0073558561566262615
BA(k=2),12,3,20291814,2,1,0.8458511257869368,0.8458511257869368,0.0
BA(k=2),12,3,20291814,2,3,0.9358796694379079,0.9360655515788486,0.00018588214094072963
BA(k=2),12,3,20291814,3,1,0.8445415547716204,0.8458511257869368,0.0013095710153163687
BA(k=2),12,3,20291814,3,3,0.9358796694379079,0.9360655515788486,0.00018588214094072963
BA(k=2),12,4,20291815,1,1,0.8452117861939167,0.8452117861939167,0.0
BA(k=2),12,4,20291815,1,3,0.9237435236175949,0.9323231337101671,0.008579610092572132
BA(k=2),12,4,20291815,2,1,0.845085282719653,0.8452117861939167,0.0001265034742636839
BA(k=2),12,4,20291815,2,3,0.9323231337101671,0.9323231337101671,0.0
BA(k=2),12,4,20291815,3,1,0.8440124405399391,0.8452117861939167,0.0011993456539776126
BA(k=2),12,4,20291815,3,3,0.9323231337101671,0.9323231337101671,0.0
BA(k=2),12,5,20291816,1,1,0.7539177787010624,0.7540215045091953,0.0001037258081328929
BA(k=2),12,5,20291816,1,3,0.8538661610402576,0.8651650298693871,0.01129886882912956
BA(k=2),12,5,20291816,2,1,0.7540215045091953,0.7540215045091953,0.0
BA(k=2),12,5,20291816,2,3,0.8578230316943247,0.8651650298693871,0.007341998175062425
BA(k=2),12,5,20291816,3,1,0.7509961073642363,0.7540215045091953,0.0030253971449589745
BA(k=2),12,5,20291816,3,3,0.8578230316943247,0.8651650298693871,0.007341998175062425
BA(k=2),12,6,20291817,1,1,0.7652751917618952,0.7654770406945841,0.00020184893268893056
BA(k=2),12,6,20291817,1,3,0.8694737015549121,0.8779138449058124,0.008440143350900264
BA(k=2),12,6,20291817,2,1,0.7654770406945841,0.7654770406945841,0.0
BA(k=2),12,6,20291817,2,3,0.8629596845341122,0.8779138449058124,0.014954160371700165
BA(k=2),12,6,20291817,3,1,0.7633031087336128,0.7654770406945841,0.002173931960971265
BA(k=2),12,6,20291817,3,3,0.8629596845341122,0.8779138449058124,0.014954160371700165
BA(k=2),12,7,20291818,1,1,0.83691791298346,0.8372160244161473,0.0002981114326873202
BA(k=2),12,7,20291818,1,3,0.9102189666619938,0.9203710788109223,0.010152112148928527
BA(k=2),12,7,20291818,2,1,0.8372160244161473,0.8372160244161473,0.0
BA(k=2),12,7,20291818,2,3,0.9203710788109223,0.9203710788109223,0.0
BA(k=2),12,7,20291818,3,1,0.8369251865507235,0.8372160244161473,0.00029083786542383194
BA(k=2),12,7,20291818,3,3,0.9203710788109223,0.9203710788109223,0.0
BA(k=2),12,8,20291819,1,1,0.7413666677394659,0.7413666677394659,0.0
BA(k=2),12,8,20291819,1,3,0.8421151069176396,0.8532631519952822,0.011148045077642665
BA(k=2),12,8,20291819,2,1,0.7409988287445275,0.7413666677394659,0.00036783899493841865
BA(k=2),12,8,20291819,2,3,0.8427261465776562,0.8532631519952822,0.010537005417626033
BA(k=2),12,8,20291819,3,1,0.740724060571174,0.7413666677394659,0.0006426071682918977
BA(k=2),12,8,20291819,3,3,0.8427261465776562,0.8532631519952822,0.010537005417626033
BA(k=2),12,9,20291820,1,1,0.7850446307755423,0.7850873426187575,4.2711843215137435e-5
BA(k=2),12,9,20291820,1,3,0.862878984093218,0.8712113467897167,0.00833236269649873
BA(k=2),12,9,20291820,2,1,0.7850873426187575,0.7850873426187575,0.0
BA(k=2),12,9,20291820,2,3,0.8712113467897167,0.8712113467897167,0.0
BA(k=2),12,9,20291820,3,1,0.7848867947047627,0.7850873426187575,0.00020054791399470862
BA(k=2),12,9,20291820,3,3,0.8712113467897167,0.8712113467897167,0.0
BA(k=2),12,10,20291821,1,1,0.7601335290854132,0.7601335290854132,0.0
BA(k=2),12,10,20291821,1,3,0.8589710506954881,0.8631346818240334,0.004163631128545342
BA(k=2),12,10,20291821,2,1,0.7600439960178175,0.7601335290854132,8.953306759573731e-5
BA(k=2),12,10,20291821,2,3,0.8571821202947707,0.8631346818240334,0.005952561529262712
BA(k=2),12,10,20291821,3,1,0.7580818142173134,0.7601335290854132,0.002051714868099852
BA(k=2),12,10,20291821,3,3,0.8571821202947707,0.8631346818240334,0.005952561529262712
BA(k=2),12,11,20291822,1,1,0.7911910006057902,0.7912297825848025,3.87819790123034e-5
BA(k=2),12,11,20291822,1,3,0.8824748954165185,0.8892868470243307,0.006811951607812228
BA(k=2),12,11,20291822,2,1,0.7912297825848025,0.7912297825848025,0.0
BA(k=2),12,11,20291822,2,3,0.8892868470243307,0.8892868470243307,0.0
BA(k=2),12,11,20291822,3,1,0.790166173852048,0.7912297825848025,0.0010636087327544619
BA(k=2),12,11,20291822,3,3,0.8892868470243307,0.8892868470243307,0.0
BA(k=2),12,12,20291823,1,1,0.7544198975117424,0.7544198975117424,0.0
BA(k=2),12,12,20291823,1,3,0.8513860082691705,0.8564560212667272,0.0050700129975566055
BA(k=2),12,12,20291823,2,1,0.7541378065711101,0.7544198975117424,0.0002820909406323624
BA(k=2),12,12,20291823,2,3,0.8498971572560046,0.8564560212667272,0.006558864010722587
BA(k=2),12,12,20291823,3,1,0.7526315491237296,0.7544198975117424,0.0017883483880127837
BA(k=2),12,12,20291823,3,3,0.8498971572560046,0.8564560212667272,0.006558864010722587
BA(k=2),12,13,20291824,1,1,0.8481911897251606,0.8488607960290409,0.0006696063038802436
BA(k=2),12,13,20291824,1,3,0.9426581003652932,0.9458212164312645,0.0031631160659713053
BA(k=2),12,13,20291824,2,1,0.8488607960290409,0.8488607960290409,0.0
BA(k=2),12,13,20291824,2,3,0.9458212164312645,0.9458212164312645,0.0
BA(k=2),12,13,20291824,3,1,0.8479923598361786,0.8488607960290409,0.0008684361928622542
BA(k=2),12,13,20291824,3,3,0.9458212164312645,0.9458212164312645,0.0
BA(k=2),12,14,20291825,1,1,0.8018002353029288,0.8018002353029288,0.0
BA(k=2),12,14,20291825,1,3,0.8854794688889441,0.8943313573268938,0.008851888437949706
BA(k=2),12,14,20291825,2,1,0.8012813658392499,0.8018002353029288,0.0005188694636788505
BA(k=2),12,14,20291825,2,3,0.8943313573268938,0.8943313573268938,0.0
BA(k=2),12,14,20291825,3,1,0.7994773937024457,0.8018002353029288,0.0023228416004830166
BA(k=2),12,14,20291825,3,3,0.8943313573268938,0.8943313573268938,0.0
BA(k=2),12,15,20291826,1,1,0.8146324333973225,0.8146324333973225,0.0
BA(k=2),12,15,20291826,1,3,0.8972864235524665,0.8994016161408588,0.002115192588392323
BA(k=2),12,15,20291826,2,1,0.8143227989803726,0.8146324333973225,0.0003096344169498666
BA(k=2),12,15,20291826,2,3,0.8994016161408588,0.8994016161408588,0.0
BA(k=2),12,15,20291826,3,1,0.81156229666815,0.8146324333973225,0.0030701367291724457
BA(k=2),12,15,20291826,3,3,0.8994016161408588,0.8994016161408588,0.0
BA(k=2),12,16,20291827,1,1,0.8050808713447742,0.8050808713447742,0.0
BA(k=2),12,16,20291827,1,3,0.9124421230607273,0.9141659210964801,0.0017237980357528437
BA(k=2),12,16,20291827,2,1,0.8048721240873864,0.8050808713447742,0.0002087472573878424
BA(k=2),12,16,20291827,2,3,0.9123391353523653,0.9141659210964801,0.0018267857441147672
BA(k=2),12,16,20291827,3,1,0.80244060166283,0.8050808713447742,0.002640269681944196
BA(k=2),12,16,20291827,3,3,0.9123391353523653,0.9141659210964801,0.0018267857441147672
BA(k=2),12,17,20291828,1,1,0.8019203059450347,0.8019519908855199,3.1684940485221524e-5
BA(k=2),12,17,20291828,1,3,0.8985920093198979,0.9062946643967271,0.007702655076829212
BA(k=2),12,17,20291828,2,1,0.8019519908855199,0.8019519908855199,0.0
BA(k=2),12,17,20291828,2,3,0.9062946643967271,0.9062946643967271,0.0
BA(k=2),12,17,20291828,3,1,0.7993358817190658,0.8019519908855199,0.0026161091664541614
BA(k=2),12,17,20291828,3,3,0.9062946643967271,0.9062946643967271,0.0
BA(k=2),12,18,20291829,1,1,0.7153977693635301,0.7153977693635301,0.0
BA(k=2),12,18,20291829,1,3,0.8375488807820625,0.8512317704827235,0.013682889700661005
BA(k=2),12,18,20291829,2,1,0.7152046422026073,0.7153977693635301,0.00019312716092279025
BA(k=2),12,18,20291829,2,3,0.8307810390255447,0.8512317704827235,0.020450731457178795
BA(k=2),12,18,20291829,3,1,0.712778518308351,0.7153977693635301,0.002619251055179017
BA(k=2),12,18,20291829,3,3,0.8307810390255447,0.8512317704827235,0.020450731457178795
BA(k=2),12,19,20291830,1,1,0.7770631534974233,0.7770631534974233,0.0
BA(k=2),12,19,20291830,1,3,0.89065033005777,0.8940349389212898,0.003384608863519878
BA(k=2),12,19,20291830,2,1,0.7762646935290427,0.7770631534974233,0.0007984599683805715
BA(k=2),12,19,20291830,2,3,0.8852409935411929,0.8940349389212898,0.008793945380096924
BA(k=2),12,19,20291830,3,1,0.7714647920157409,0.7770631534974233,0.005598361481682357
BA(k=2),12,19,20291830,3,3,0.8852409935411929,0.8940349389212898,0.008793945380096924
BA(k=2),12,20,20291831,1,1,0.8050455466257241,0.8051611337375453,0.00011558711182113601
BA(k=2),12,20,20291831,1,3,0.8876293925082961,0.892898076987255,0.005268684478958896
BA(k=2),12,20,20291831,2,1,0.8051611337375453,0.8051611337375453,0.0
BA(k=2),12,20,20291831,2,3,0.892898076987255,0.892898076987255,0.0
BA(k=2),12,20,20291831,3,1,0.803233246646755,0.8051611337375453,0.0019278870907902812
BA(k=2),12,20,20291831,3,3,0.892898076987255,0.892898076987255,0.0
BA(k=2),12,21,20291832,1,1,0.7622267628283369,0.7622267628283369,0.0
BA(k=2),12,21,20291832,1,3,0.858254093924109,0.8598905634617011,0.0016364695375921112
BA(k=2),12,21,20291832,2,1,0.7620393043076141,0.7622267628283369,0.00018745852072277192
BA(k=2),12,21,20291832,2,3,0.8591091760536013,0.8598905634617011,0.000781387408099854
BA(k=2),12,21,20291832,3,1,0.7590850168371555,0.7622267628283369,0.003141745991181444
BA(k=2),12,21,20291832,3,3,0.8591091760536013,0.8598905634617011,0.000781387408099854
BA(k=2),12,22,20291833,1,1,0.7519484817209043,0.7519484817209043,0.0
BA(k=2),12,22,20291833,1,3,0.8514263554425566,0.857969608470094,0.006543253027537332
BA(k=2),12,22,20291833,2,1,0.7516144622464411,0.7519484817209043,0.0003340194744632097
BA(k=2),12,22,20291833,2,3,0.8504953867752745,0.857969608470094,0.007474221694819483
BA(k=2),12,22,20291833,3,1,0.7499650866150088,0.7519484817209043,0.0019833951058955135
BA(k=2),12,22,20291833,3,3,0.8504953867752745,0.857969608470094,0.007474221694819483
BA(k=2),12,23,20291834,1,1,0.811596297226683,0.811596297226683,0.0
BA(k=2),12,23,20291834,1,3,0.9053894683485508,0.9068605498086333,0.0014710814600824573
BA(k=2),12,23,20291834,2,1,0.8115810731499555,0.811596297226683,1.5224076727493596e-5
BA(k=2),12,23,20291834,2,3,0.9067804739083524,0.9068605498086333,8.007590028091816e-5
BA(k=2),12,23,20291834,3,1,0.8087729321504766,0.811596297226683,0.0028233650762063967
BA(k=2),12,23,20291834,3,3,0.9067804739083524,0.9068605498086333,8.007590028091816e-5
BA(k=2),12,24,20291835,1,1,0.7553654872108355,0.7553654872108355,0.0
BA(k=2),12,24,20291835,1,3,0.8612100745158138,0.8680697672471341,0.006859692731320366
BA(k=2),12,24,20291835,2,1,0.755323301873936,0.7553654872108355,4.2185336899480674e-5
BA(k=2),12,24,20291835,2,3,0.8602912681976224,0.8680697672471341,0.007778499049511778
BA(k=2),12,24,20291835,3,1,0.7539779828583035,0.7553654872108355,0.0013875043525319875
BA(k=2),12,24,20291835,3,3,0.8602912681976224,0.8680697672471341,0.007778499049511778
BA(k=2),12,25,20291836,1,1,0.7721593617245346,0.7721593617245346,0.0
BA(k=2),12,25,20291836,1,3,0.8797263597557743,0.8798390544219682,0.00011269466619390212
BA(k=2),12,25,20291836,2,1,0.7715548305676869,0.7721593617245346,0.0006045311568476652
BA(k=2),12,25,20291836,2,3,0.8766259063005767,0.8798390544219682,0.003213148121391507
BA(k=2),12,25,20291836,3,1,0.7677109540103332,0.7721593617245346,0.004448407714201408
BA(k=2),12,25,20291836,3,3,0.8766259063005767,0.8798390544219682,0.003213148121391507
BA(k=2),12,26,20291837,1,1,0.7778557856166612,0.7793930874198348,0.0015373018031735741
BA(k=2),12,26,20291837,1,3,0.8548366899781845,0.8629393471241849,0.008102657146000336
BA(k=2),12,26,20291837,2,1,0.7785244515719444,0.7793930874198348,0.000868635847890431
BA(k=2),12,26,20291837,2,3,0.8629393471241849,0.8629393471241849,0.0
BA(k=2),12,26,20291837,3,1,0.7793930874198348,0.7793930874198348,0.0
BA(k=2),12,26,20291837,3,3,0.8629393471241849,0.8629393471241849,0.0
BA(k=2),12,27,20291838,1,1,0.7352037999679837,0.7352037999679837,0.0
BA(k=2),12,27,20291838,1,3,0.8514840878366778,0.8654134471005803,0.013929359263902485
BA(k=2),12,27,20291838,2,1,0.734412437347613,0.7352037999679837,0.0007913626203707169
BA(k=2),12,27,20291838,2,3,0.8418437338421648,0.8654134471005803,0.023569713258415503
BA(k=2),12,27,20291838,3,1,0.7298915602252735,0.7352037999679837,0.005312239742710223
BA(k=2),12,27,20291838,3,3,0.8418437338421648,0.8654134471005803,0.023569713258415503
BA(k=2),12,28,20291839,1,1,0.7541291038020622,0.7542825929686673,0.00015348916660506973
BA(k=2),12,28,20291839,1,3,0.8833541693989394,0.8971605352103164,0.013806365811376953
BA(k=2),12,28,20291839,2,1,0.7542825929686673,0.7542825929686673,0.0
BA(k=2),12,28,20291839,2,3,0.8775259804724239,0.8971605352103164,0.01963455473789244
BA(k=2),12,28,20291839,3,1,0.7517271504665478,0.7542825929686673,0.002555442502119476
BA(k=2),12,28,20291839,3,3,0.8775259804724239,0.8971605352103164,0.01963455473789244
BA(k=2),12,29,20291840,1,1,0.8361884179633362,0.8367603462373261,0.0005719282739898857
BA(k=2),12,29,20291840,1,3,0.9287466332412895,0.9353445963803632,0.0065979631390736815
BA(k=2),12,29,20291840,2,1,0.8367603462373261,0.8367603462373261,0.0
BA(k=2),12,29,20291840,2,3,0.9353445963803632,0.9353445963803632,0.0
BA(k=2),12,29,20291840,3,1,0.8366484603460381,0.8367603462373261,0.00011188589128796611
BA(k=2),12,29,20291840,3,3,0.9353445963803632,0.9353445963803632,0.0
BA(k=2),12,30,20291841,1,1,0.8075721285593345,0.8078381247560663,0.0002659961967318436
BA(k=2),12,30,20291841,1,3,0.9056108793716684,0.9098199758142005,0.00420909644253209
BA(k=2),12,30,20291841,2,1,0.8078381247560663,0.8078381247560663,0.0
BA(k=2),12,30,20291841,2,3,0.9062152844657674,0.9098199758142005,0.003604691348433109
BA(k=2),12,30,20291841,3,1,0.8063175751554663,0.8078381247560663,0.0015205496005999963
BA(k=2),12,30,20291841,3,3,0.9062152844657674,0.9098199758142005,0.003604691348433109
