family,n,instance,model,tag,pearson,spearman_grid,dgamma,dbeta,same_argmax,slicesum_min,slicesum_max
ER(0.5),12,3,norm_fit,cal,0.4221856978123333,0.7184276178266441,0.40276828892176836,1.2888585245496587,0,4014.3630213161646,4024.0691305114165
ER(0.5),12,4,emp,raw,0.9993750000000002,0.999375,0.0,0.0,1,4096.0,4096.0
ER(0.5),12,4,emp,cal,0.9993750000000002,0.999375,0.0,0.0,1,4096.0,4096.0
ER(0.5),12,4,paper,raw,0.026346992645044774,0.48915727063582687,0.40276828892176836,0.8055365778435366,0,1105.494654631128,488258.4871968853
ER(0.5),12,4,paper,cal,0.9803515806847655,0.981086210821812,0.16110731556870736,0.04027682889217685,0,1105.494654631128,488258.4871968853
ER(0.5),12,4,tri_init,raw,0.2218499967409529,0.20479914405050365,0.483321946706122,0.0,0,7784.0,7784.0
ER(0.5),12,4,tri_init,cal,0.22184999674095288,0.20480181082184204,0.483321946706122,0.0,0,7784.0,7784.0
ER(0.5),12,4,tri_25,raw,0.3263834961204299,0.3360653666873579,0.3222146311374147,1.0069207223044208,0,12735.68670714747,12786.435795594689
ER(0.5),12,4,tri_25,cal,0.32637744438893934,0.3360611506427199,0.3222146311374147,1.0069207223044208,0,12735.68670714747,12786.435795594689
ER(0.5),12,4,tri_50,raw,0.33701794390872636,0.3482683129423563,0.3222146311374147,1.0069207223044208,0,13131.962768399693,13164.343915697358
ER(0.5),12,4,tri_50,cal,0.3370102127708376,0.34825844750498536,0.3222146311374147,1.0069207223044208,0,13131.962768399693,13164.343915697358
ER(0.5),12,4,tri_fit,raw,0.337200110009527,0.35178493903619845,0.3222146311374147,1.0069207223044208,0,13374.122296029767,13402.885176354102
ER(0.5),12,4,tri_fit,cal,0.3372043132859458,0.35178623177217777,0.3222146311374147,1.0069207223044208,0,13374.122296029767,13402.885176354102
ER(0.5),12,4,norm_init,raw,-0.10320853200548288,-0.5139692985528909,0.40276828892176836,0.5235987755982989,0,4095.9999999251268,4095.9999999251268
ER(0.5),12,4,norm_init,cal,-0.10320853200548297,-0.5139668434281248,0.40276828892176836,0.5235987755982989,0,4095.9999999251268,4095.9999999251268
ER(0.5),12,4,norm_25,raw,0.4378507772407715,0.7159965094828294,0.40276828892176836,0.28193780224523785,0,2955.132229180909,3949.373492298195
ER(0.5),12,4,norm_25,cal,0.4386792593806822,0.7159469205204532,0.40276828892176836,0.28193780224523785,0,2955.132229180909,3949.373492298195
ER(0.5),12,4,norm_50,raw,0.4295599000598545,0.710215789508224,0.40276828892176836,0.28193780224523785,0,3048.7856231415017,3938.392569601873
ER(0.5),12,4,norm_50,cal,0.43028179389485205,0.710116781408685,0.40276828892176836,0.28193780224523785,0,3048.7856231415017,3938.392569601873
ER(0.5),12,4,norm_fit,raw,0.4164941031410758,0.7011533392894768,0.40276828892176836,0.28193780224523785,0,3266.2990899826686,3917.0442275843343
ER(0.5),12,4,norm_fit,cal,0.4169584870556355,0.700938580666753,0.40276828892176836,0.28193780224523785,0,3266.2990899826686,3917.0442275843343
ER(0.5),12,5,emp,raw,0.999375,0.9993750000000002,0.0,0.0,1,4095.9999999999995,4096.0
ER(0.5),12,5,emp,cal,0.999375,0.9993750000000002,0.0,0.0,1,4095.9999999999995,4096.0
ER(0.5),12,5,paper,raw,0.016212161448718336,0.4637006227903325,0.32221463113741466,0.7652597489513597,0,556.4486155549885,2.2602808938703724e10
ER(0.5),12,5,paper,cal,0.9787016181095227,0.9797271000652484,0.08055365778435367,0.08055365778435367,0,556.4486155549885,2.2602808938703724e10
ER(0.5),12,5,tri_init,raw,0.18294497872862525,0.1777792442074054,0.6444292622748293,0.0,0,7784.0,7784.0
