family,n,instance,seed,m,kind,K,p,value,ceil,regret
3-regular,16,10,20262316,24,binned_proxy,8,1,0.6460717859269014,0.7536527666530849,0.1075809807261835
3-regular,16,10,20262316,24,binned_proxy,8,3,0.6795673656911204,0.8627614948022219,0.18319412911110144
3-regular,16,10,20262316,24,leak_g0.2_b0.2,16,1,0.020102657748683625,,
3-regular,16,10,20262316,24,leak_g0.5_b0.3,16,1,0.06582849806763114,,
3-regular,16,10,20262316,24,leak_g1.0_b0.4,16,1,0.22005963677727028,,
3-regular,16,10,20262316,24,binned_proxy,16,1,0.6669631405742036,0.7536527666530849,0.08668962607888131
3-regular,16,10,20262316,24,binned_proxy,16,3,0.7127736172750064,0.8627614948022219,0.14998787752721543
3-regular,16,10,20262316,24,leak_g0.2_b0.2,32,1,0.013070903435717547,,
3-regular,16,10,20262316,24,leak_g0.5_b0.3,32,1,0.0503725056978304,,
3-regular,16,10,20262316,24,leak_g1.0_b0.4,32,1,0.19338179673582553,,
3-regular,16,10,20262316,24,binned_proxy,32,1,0.6865781800780147,0.7536527666530849,0.06707458657507015
3-regular,16,10,20262316,24,binned_proxy,32,3,0.7258239753438829,0.8627614948022219,0.13693751945833899
3-regular,16,10,20262316,24,leak_g0.2_b0.2,64,1,0.008897434782239208,,
3-regular,16,10,20262316,24,leak_g0.5_b0.3,64,1,0.04208939012657758,,
3-regular,16,10,20262316,24,leak_g1.0_b0.4,64,1,0.17839488593312988,,
3-regular,16,10,20262316,24,binned_proxy,64,1,0.6977402285480417,0.7536527666530849,0.05591253810504315
3-regular,16,10,20262316,24,binned_proxy,64,3,0.7594547743970791,0.8627614948022219,0.10330672040514277
3-regular,16,10,20262316,24,leak_g0.2_b0.2,128,1,0.006426367306549132,,
3-regular,16,10,20262316,24,leak_g0.5_b0.3,128,1,0.03784490539880866,,
3-regular,16,10,20262316,24,leak_g1.0_b0.4,128,1,0.17058792609967907,,
3-regular,16,10,20262316,24,binned_proxy,128,1,0.6977402285480417,0.7536527666530849,0.05591253810504315
3-regular,16,10,20262316,24,binned_proxy,128,3,0.7594547743970791,0.8627614948022219,0.10330672040514277
