density,n,instance,seed,m,method,p,ar,ceil,regret
8n,16,2,20263320,128,transfer_3,1,0.82779522418432,0.82779522418432,0.0
8n,16,2,20263320,128,universal,1,0.82779522418432,0.82779522418432,0.0
8n,16,2,20263320,128,ceiling,3,0.8752304999759115,0.8752304999759115,0.0
8n,16,2,20263320,128,exactN,3,0.8321628888283346,0.8752304999759115,0.043067611147576956
8n,16,2,20263320,128,sampledN,3,0.8321628888283346,0.8752304999759115,0.043067611147576956
8n,16,2,20263320,128,transfer_1,3,0.8752304999759115,0.8752304999759115,0.0
8n,16,2,20263320,128,transfer_2,3,0.8752304999759115,0.8752304999759115,0.0
8n,16,2,20263320,128,transfer_3,3,0.8752304999759115,0.8752304999759115,0.0
8n,16,2,20263320,128,universal,3,0.8752304999759115,0.8752304999759115,0.0
8n,16,3,20263321,128,leak_g0.2_b0.2,1,0.10292091175428485,,
8n,16,3,20263321,128,leak_g0.5_b0.3,1,0.5882741034423925,,
8n,16,3,20263321,128,leak_g1.0_b0.4,1,0.9555111272944827,,
8n,16,3,20263321,128,ceiling,1,0.786196421610914,0.786196421610914,0.0
8n,16,3,20263321,128,exactN,1,0.74902882141665,0.786196421610914,0.03716760019426402
8n,16,3,20263321,128,sampledN,1,0.746552046242762,0.786196421610914,0.03964437536815202
8n,16,3,20263321,128,transfer_1,1,0.7826915122830751,0.786196421610914,0.0035049093278388677
8n,16,3,20263321,128,transfer_2,1,0.786196421610914,0.786196421610914,0.0
8n,16,3,20263321,128,transfer_3,1,0.786196421610914,0.786196421610914,0.0
8n,16,3,20263321,128,universal,1,0.786196421610914,0.786196421610914,0.0
8n,16,3,20263321,128,ceiling,3,0.8365741122506146,0.8365741122506146,0.0
8n,16,3,20263321,128,exactN,3,0.7410254334379517,0.8365741122506146,0.09554867881266293
8n,16,3,20263321,128,sampledN,3,0.8051179255246628,0.8365741122506146,0.03145618672595185
8n,16,3,20263321,128,transfer_1,3,0.8365741122506146,0.8365741122506146,0.0
8n,16,3,20263321,128,transfer_2,3,0.8365741122506146,0.8365741122506146,0.0
8n,16,3,20263321,128,transfer_3,3,0.8365741122506146,0.8365741122506146,0.0
8n,16,3,20263321,128,universal,3,0.8365741122506146,0.8365741122506146,0.0
8n,16,4,20263322,128,leak_g0.2_b0.2,1,0.09829765692442996,,
8n,16,4,20263322,128,leak_g0.5_b0.3,1,0.5724077309696778,,
8n,16,4,20263322,128,leak_g1.0_b0.4,1,0.9542815891868678,,
8n,16,4,20263322,128,ceiling,1,0.8015788972615484,0.8015788972615484,0.0
8n,16,4,20263322,128,exactN,1,0.7625638141142883,0.8015788972615484,0.0390150831472601
8n,16,4,20263322,128,sampledN,1,0.7625638141142883,0.8015788972615484,0.0390150831472601
8n,16,4,20263322,128,transfer_1,1,0.7959995900896691,0.8015788972615484,0.005579307171879266
8n,16,4,20263322,128,transfer_2,1,0.8015788972615484,0.8015788972615484,0.0
8n,16,4,20263322,128,transfer_3,1,0.8015788972615484,0.8015788972615484,0.0
8n,16,4,20263322,128,universal,1,0.8015788972615484,0.8015788972615484,0.0
8n,16,4,20263322,128,ceiling,3,0.8488160571209461,0.8488160571209461,0.0
8n,16,4,20263322,128,exactN,3,0.7547626660673371,0.8488160571209461,0.09405339105360899
8n,16,4,20263322,128,sampledN,3,0.8061440278235692,0.8488160571209461,0.0426720292973769
8n,16,4,20263322,128,transfer_1,3,0.8488160571209461,0.8488160571209461,0.0
8n,16,4,20263322,128,transfer_2,3,0.8488160571209461,0.8488160571209461,0.0
8n,16,4,20263322,128,transfer_3,3,0.8488160571209461,0.8488160571209461,0.0
8n,16,4,20263322,128,universal,3,0.8488160571209461,0.8488160571209461,0.0
8n,16,5,20263323,128,leak_g0.2_b0.2,1,0.09978836791080307,,
8n,16,5,20263323,128,leak_g0.5_b0.3,1,0.5797229685474821,,
8n,16,5,20263323,128,leak_g1.0_b0.4,1,0.9543110119443549,,
8n,16,5,20263323,128,ceiling,1,0.8024046122588046,0.8024046122588046,0.0
8n,16,5,20263323,128,exactN,1,0.7626739421068025,0.8024046122588046,0.039730670152002046
8n,16,5,20263323,128,sampledN,1,0.7794468824649228,0.8024046122588046,0.022957729793881776
8n,16,5,20263323,128,transfer_1,1,0.7966378545095656,0.8024046122588046,0.00576675774923896
8n,16,5,20263323,128,transfer_2,1,0.8024046122588046,0.8024046122588046,0.0
8n,16,5,20263323,128,transfer_3,1,0.8024046122588046,0.8024046122588046,0.0
8n,16,5,20263323,128,universal,1,0.8024046122588046,0.8024046122588046,0.0
8n,16,5,20263323,128,ceiling,3,0.8532233511909761,0.8532233511909761,0.0
8n,16,5,20263323,128,exactN,3,0.7548696016277838,0.8532233511909761,0.09835374956319232
8n,16,5,20263323,128,sampledN,3,0.8071544066386938,0.8532233511909761,0.04606894455228239
8n,16,5,20263323,128,transfer_1,3,0.8532233511909761,0.8532233511909761,0.0
8n,16,5,20263323,128,transfer_2,3,0.8532233511909761,0.8532233511909761,0.0
8n,16,5,20263323,128,transfer_3,3,0.8532233511909761,0.8532233511909761,0.0
8n,16,5,20263323,128,universal,3,0.8532233511909761,0.8532233511909761,0.0
8n,16,6,20263324,128,leak_g0.2_b0.2,1,0.10117686089498826,,
8n,16,6,20263324,128,leak_g0.5_b0.3,1,0.5878442329098004,,
8n,16,6,20263324,128,leak_g1.0_b0.4,1,0.9569686371519289,,
8n,16,6,20263324,128,ceiling,1,0.8305423000925735,0.8305423000925735,0.0
8n,16,6,20263324,128,exactN,1,0.7905466160043016,0.8305423000925735,0.03999568408827181
8n,16,6,20263324,128,sampledN,1,0.8183439840265196,0.8305423000925735,0.012198316066053816
8n,16,6,20263324,128,transfer_1,1,0.8259166436575547,0.8305423000925735,0.004625656435018777
8n,16,6,20263324,128,transfer_2,1,0.8305423000925735,0.8305423000925735,0.0
8n,16,6,20263324,128,transfer_3,1,0.8305423000925735,0.8305423000925735,0.0
8n,16,6,20263324,128,universal,1,0.8305423000925735,0.8305423000925735,0.0
8n,16,6,20263324,128,ceiling,3,0.8836774894342253,0.8836774894342253,0.0
8n,16,6,20263324,128,exactN,3,0.782250782661463,0.8836774894342253,0.10142670677276233
8n,16,6,20263324,128,sampledN,3,0.8356046393204553,0.8836774894342253,0.04807285011377005
8n,16,6,20263324,128,transfer_1,3,0.8836774894342253,0.8836774894342253,0.0
8n,16,6,20263324,128,transfer_2,3,0.8836774894342253,0.8836774894342253,0.0
8n,16,6,20263324,128,transfer_3,3,0.8836774894342253,0.8836774894342253,0.0
8n,16,6,20263324,128,universal,3,0.8836774894342253,0.8836774894342253,0.0
8n,16,7,20263325,128,leak_g0.2_b0.2,1,0.10120833695707018,,
8n,16,7,20263325,128,leak_g0.5_b0.3,1,0.5901851399719176,,
8n,16,7,20263325,128,leak_g1.0_b0.4,1,0.9573242797429213,,
8n,16,7,20263325,128,ceiling,1,0.8329422504262047,0.8329422504262047,0.0
8n,16,7,20263325,128,exactN,1,0.7937405235038703,0.8329422504262047,0.03920172692233448
8n,16,7,20263325,128,sampledN,1,0.7910014533248898,0.8329422504262047,0.04194079710131493
8n,16,7,20263325,128,transfer_1,1,0.8300108976836963,0.8329422504262047,0.002931352742508442
8n,16,7,20263325,128,transfer_2,1,0.8329422504262047,0.8329422504262047,0.0
8n,16,7,20263325,128,transfer_3,1,0.8329422504262047,0.8329422504262047,0.0
8n,16,7,20263325,128,universal,1,0.8329422504262047,0.8329422504262047,0.0
8n,16,7,20263325,128,ceiling,3,0.884950591767394,0.884950591767394,0.0
8n,16,7,20263325,128,exactN,3,0.7849610827742145,0.884950591767394,0.09998950899317949
8n,16,7,20263325,128,sampledN,3,0.835070550020438,0.884950591767394,0.04988004174695604
8n,16,7,20263325,128,transfer_1,3,0.884950591767394,0.884950591767394,0.0
8n,16,7,20263325,128,transfer_2,3,0.884950591767394,0.884950591767394,0.0
8n,16,7,20263325,128,transfer_3,3,0.884950591767394,0.884950591767394,0.0
8n,16,7,20263325,128,universal,3,0.884950591767394,0.884950591767394,0.0
8n,16,8,20263326,128,leak_g0.2_b0.2,1,0.10769492843846505,,
8n,16,8,20263326,128,leak_g0.5_b0.3,1,0.6066119968305106,,
8n,16,8,20263326,128,leak_g1.0_b0.4,1,0.9559263655007949,,
8n,16,8,20263326,128,ceiling,1,0.8236789569056682,0.8236789569056682,0.0
8n,16,8,20263326,128,exactN,1,0.7870155778612155,0.8236789569056682,0.036663379044452715
8n,16,8,20263326,128,sampledN,1,0.7870155778612155,0.8236789569056682,0.036663379044452715
8n,16,8,20263326,128,transfer_1,1,0.8232100293507514,0.8236789569056682,0.00046892755491678706
8n,16,8,20263326,128,transfer_2,1,0.8236789569056682,0.8236789569056682,0.0
8n,16,8,20263326,128,transfer_3,1,0.8236789569056682,0.8236789569056682,0.0
8n,16,8,20263326,128,universal,1,0.8236789569056682,0.8236789569056682,0.0
8n,16,8,20263326,128,ceiling,3,0.8800102351229513,0.8800102351229513,0.0
8n,16,8,20263326,128,exactN,3,0.7782038783239816,0.8800102351229513,0.10180635679896965
8n,16,8,20263326,128,sampledN,3,0.8290166159821443,0.8800102351229513,0.05099361914080702
8n,16,8,20263326,128,transfer_1,3,0.8800102351229513,0.8800102351229513,0.0
8n,16,8,20263326,128,transfer_2,3,0.8800102351229513,0.8800102351229513,0.0
8n,16,8,20263326,128,transfer_3,3,0.8800102351229513,0.8800102351229513,0.0
8n,16,8,20263326,128,universal,3,0.8800102351229513,0.8800102351229513,0.0
8n,16,9,20263327,128,leak_g0.2_b0.2,1,0.09024462731197866,,
8n,16,9,20263327,128,leak_g0.5_b0.3,1,0.5478204996628533,,
8n,16,9,20263327,128,leak_g1.0_b0.4,1,0.9512162172076912,,
8n,16,9,20263327,128,ceiling,1,0.8361977940320556,0.8361977940320556,0.0
8n,16,9,20263327,128,exactN,1,0.7947801823700579,0.8361977940320556,0.041417611661997755
8n,16,9,20263327,128,sampledN,1,0.8219010302338892,0.8361977940320556,0.014296763798166467
8n,16,9,20263327,128,transfer_1,1,0.828637453954524,0.8361977940320556,0.007560340077531591
8n,16,9,20263327,128,transfer_2,1,0.8361977940320556,0.8361977940320556,0.0
8n,16,9,20263327,128,transfer_3,1,0.8361977940320556,0.8361977940320556,0.0
8n,16,9,20263327,128,universal,1,0.8361977940320556,0.8361977940320556,0.0
8n,16,9,20263327,128,ceiling,3,0.8812563853139387,0.8812563853139387,0.0
8n,16,9,20263327,128,exactN,3,0.8473079295830196,0.8812563853139387,0.03394845573091909
8n,16,9,20263327,128,sampledN,3,0.8406512797720194,0.8812563853139387,0.04060510554191932
8n,16,9,20263327,128,transfer_1,3,0.8812563853139387,0.8812563853139387,0.0
8n,16,9,20263327,128,transfer_2,3,0.8812563853139387,0.8812563853139387,0.0
8n,16,9,20263327,128,transfer_3,3,0.8812563853139387,0.8812563853139387,0.0
8n,16,9,20263327,128,universal,3,0.8812563853139387,0.8812563853139387,0.0
8n,16,10,20263328,128,leak_g0.2_b0.2,1,0.09538225979257496,,
8n,16,10,20263328,128,leak_g0.5_b0.3,1,0.5637186146081435,,
8n,16,10,20263328,128,leak_g1.0_b0.4,1,0.9547115686078796,,
8n,16,10,20263328,128,ceiling,1,0.8188820955848705,0.8188820955848705,0.0
8n,16,10,20263328,128,exactN,1,0.7783475766309162,0.8188820955848705,0.04053451895395421
8n,16,10,20263328,128,sampledN,1,0.8052210500240122,0.8188820955848705,0.013661045560858232
8n,16,10,20263328,128,transfer_1,1,0.8122138434199422,0.8188820955848705,0.006668252164928279
8n,16,10,20263328,128,transfer_2,1,0.8188820955848705,0.8188820955848705,0.0
8n,16,10,20263328,128,transfer_3,1,0.8188820955848705,0.8188820955848705,0.0
8n,16,10,20263328,128,universal,1,0.8188820955848705,0.8188820955848705,0.0
8n,16,10,20263328,128,ceiling,3,0.8673845042685947,0.8673845042685947,0.0
8n,16,10,20263328,128,exactN,3,0.7705400220657824,0.8673845042685947,0.09684448220281228
8n,16,10,20263328,128,sampledN,3,0.8235063517858818,0.8673845042685947,0.04387815248271287
8n,16,10,20263328,128,transfer_1,3,0.8673845042685947,0.8673845042685947,0.0
8n,16,10,20263328,128,transfer_2,3,0.8673845042685947,0.8673845042685947,0.0
8n,16,10,20263328,128,transfer_3,3,0.8673845042685947,0.8673845042685947,0.0
8n,16,10,20263328,128,universal,3,0.8673845042685947,0.8673845042685947,0.0
