family,n,instance,seed,m,ceil_p1,ar_emp_p1,ar_paper_p1,sum_leakage_p1,overlap_p1,distance_p1,ceil_p3,ar_emp_p3,ar_paper_p3,sum_leakage_p3,overlap_p3,distance_p3
WS(k=4;b=0.1),12,11,20311822,24,0.8257488187061506,0.8005468897029642,0.8140003322810688,0.16506082444948492,0.972754924232056,0.16506082444948492,0.8960245327081441,0.8440439851961082,0.8391408360948892,0.3337892093674926,0.9397954015345109,0.28182389234108635
WS(k=4;b=0.1),12,12,20311823,24,0.8333311913899046,0.8047277553898317,0.8240315925040632,0.17929366530636356,0.9678537815810063,0.17929366530636356,0.9191186724523798,0.8533746411732286,0.8643808126964216,0.3685378202030484,0.9278394219274456,0.30742940144786224
WS(k=4;b=0.1),12,13,20311824,24,0.835457512449292,0.8059774980694365,0.8284408369631712,0.1825785657630724,0.9666650673238972,0.1825785657630724,0.9388967482368393,0.8580242320016003,0.8799817400085178,0.3808620388398737,0.9246705257688479,0.31233966132173363
WS(k=4;b=0.1),12,14,20311825,24,0.8373237543618424,0.8067092191632823,0.8297858565182425,0.17987841714211067,0.9676437550464472,0.17987841714211067,0.932053418407252,0.8579475410128169,0.8736647920589993,0.37536506551845084,0.9257990963149407,0.311204647690088
WS(k=4;b=0.1),12,15,20311826,24,0.7892591247663816,0.7622395733491129,0.780657077467389,0.1746959694964266,0.9694813182417007,0.1746959694964266,0.8678591148644615,0.8080394117408837,0.8163908741306425,0.3558437225217518,0.9325372651133985,0.29727300341521024
WS(k=4;b=0.1),12,16,20311827,24,0.7890839588375899,0.7621075146698928,0.7807064973898883,0.17257850434167346,0.9702166598391917,0.17257850434167346,0.8662717068630809,0.8075082588610659,0.8145767161428485,0.3578179475279209,0.9317090526717529,0.29927867383034884
WS(k=4;b=0.1),12,17,20311828,24,0.8253460654460295,0.8007648278429302,0.8125230644757043,0.1624118061277479,0.9736224052303195,0.1624118061277479,0.8930330764159867,0.8426438915565923,0.8341982857826556,0.3303987214262787,0.9400575381587325,0.28187689381184267
WS(k=4;b=0.1),12,18,20311829,24,0.7930602349979538,0.7641177650418198,0.7861354110524073,0.17359266582632246,0.9698655863713114,0.17359266582632246,0.8743205014262327,0.8113163757363216,0.8215408090222865,0.35785231878294316,0.9322525727650464,0.29786466903500997
WS(k=4;b=0.1),12,19,20311830,24,0.8253460654460295,0.8007648278429302,0.8125230644757043,0.1624118061277479,0.9736224052303195,0.1624118061277479,0.8930330764159867,0.8426438915565923,0.8341982857826556,0.3303987214262787,0.9400575381587325,0.28187689381184267
WS(k=4;b=0.1),12,20,20311831,24,0.8331068539200693,0.8045862163129525,0.8240269151044664,0.17125601969626886,0.9706713757177914,0.17125601969626886,0.9143665478970573,0.8524363614189152,0.8595329077969063,0.3486699913638056,0.9350779119857116,0.2917581730119058
WS(k=4;b=0.1),12,21,20311832,24,0.837099416892007,0.806567680086403,0.8297811791186458,0.17059040514784451,0.9708989136714952,0.17059040514784451,0.9250496562758256,0.8567652705410261,0.8688397065391751,0.3511223321123843,0.9350322364166015,0.29135685441877385
WS(k=4;b=0.1),12,22,20311833,24,0.7928601245832495,0.7638958203325473,0.7864507568984362,0.18725600105408385,0.9649351900692327,0.18725600105408385,0.9039700110755766,0.8145573152066933,0.8390661719219232,0.3925624022793176,0.9201481578811522,0.3216307373592487
WS(k=4;b=0.1),12,23,20311834,24,0.8251217279761942,0.8006232887660513,0.8125183870761075,0.16209797753458616,0.9737242456791961,0.16209797753458616,0.8940048225806474,0.8425794743440495,0.8350976978645047,0.3313782032199767,0.9400090838652997,0.28176742696304563
WS(k=4;b=0.1),12,24,20311835,24,0.8363791395818367,0.8061457464324882,0.8296398840001757,0.17290820273813307,0.9701027534258685,0.17290820273813307,0.9188730827667434,0.8562495606421605,0.8669925273824789,0.34680165653852824,0.9371686715441313,0.2861317976605579
WS(k=4;b=0.1),12,25,20311836,24,0.8354881353999213,0.8058967247277642,0.82867437610204,0.17815970032560594,0.9682591211798908,0.17815970032560594,0.9158986887439919,0.8556960995803157,0.865267542654169,0.3518639664850777,0.9357167501570248,0.2890278008016523
WS(k=4;b=0.1),12,26,20311837,24,0.7572669803000611,0.7276147862641992,0.752401668168568,0.1890451718996152,0.9642619229814436,0.1890451718996152,0.858620633960453,0.77655632883844,0.8027336244490823,0.40540594496313676,0.9096726700049286,0.3484851999890638
WS(k=4;b=0.1),12,27,20311838,24,0.7968655557998736,0.7659939257619665,0.7915598934942556,0.17402833452623703,0.9697141387820226,0.17402833452623703,0.8875575525434002,0.8162738440916629,0.8344667902019061,0.35410360047173606,0.9347882442671643,0.2910436109799736
