family,n,instance,seed,m,gamma,beta,S,eta_exact,eta_sampled,relerr_eta,median_relerr_lambda
WS(k=4;b=0.5),14,5,20322016,28,0.2,0.15,10,1.9606932089317834,1.984967322361127,0.0123803730837465,0.07617202407822303
WS(k=4;b=0.5),14,5,20322016,28,0.2,0.15,25,1.9606932089317834,2.0089125886277457,0.02459302632166147,0.03589504585531491
WS(k=4;b=0.5),14,5,20322016,28,0.4,0.3,2,3.279173210262616,3.313025290353177,0.01032335833453891,0.21336600273326067
WS(k=4;b=0.5),14,5,20322016,28,0.4,0.3,5,3.279173210262616,3.4293723780793823,0.045803975022331196,0.055408066396753886
WS(k=4;b=0.5),14,5,20322016,28,0.4,0.3,10,3.279173210262616,3.2362556562595817,0.013087919195216013,0.0556204278750476
WS(k=4;b=0.5),14,5,20322016,28,0.4,0.3,25,3.279173210262616,3.383881848332595,0.03193141421815696,0.03818749598302061
WS(k=4;b=0.5),14,5,20322016,28,0.8,0.6,2,4.119616151681926,4.367994239612761,0.0602915608604527,0.06852448376324614
WS(k=4;b=0.5),14,5,20322016,28,0.8,0.6,5,4.119616151681926,4.046373445895853,0.017779012191747677,0.032862507150321726
WS(k=4;b=0.5),14,5,20322016,28,0.8,0.6,10,4.119616151681926,4.100453103649136,0.004651658632070918,0.029480725204514197
WS(k=4;b=0.5),14,5,20322016,28,0.8,0.6,25,4.119616151681926,4.068044025960697,0.01251867257102914,0.02802628584845313
WS(k=4;b=0.5),12,6,20321817,24,0.2,0.15,2,1.6161671706020393,1.40715785546536,0.12932406927856419,0.22045065910957304
WS(k=4;b=0.5),12,6,20321817,24,0.2,0.15,5,1.6161671706020393,1.7425567107185365,0.07820325917733853,0.1402652598328793
WS(k=4;b=0.5),12,6,20321817,24,0.2,0.15,10,1.6161671706020393,1.6561071813734534,0.024712796731625228,0.05760992602244863
WS(k=4;b=0.5),12,6,20321817,24,0.2,0.15,25,1.6161671706020393,1.553858661481933,0.038553257517844365,0.05545888155475367
WS(k=4;b=0.5),12,6,20321817,24,0.2,0.15,0,1.6161671706020393,1.616167170602039,1.3738962711531712e-16,8.772290571050515e-16
WS(k=4;b=0.5),12,6,20321817,24,0.4,0.3,2,2.764777355338274,2.941523807875581,0.06392791527897988,0.16561084095770176
WS(k=4;b=0.5),12,6,20321817,24,0.4,0.3,5,2.764777355338274,2.985598144265421,0.07986928441119602,0.09009496677788982
WS(k=4;b=0.5),12,6,20321817,24,0.4,0.3,10,2.764777355338274,2.7702718308155845,0.0019873120946616936,0.06092130568084943
WS(k=4;b=0.5),12,6,20321817,24,0.4,0.3,25,2.764777355338274,2.852917666122551,0.03187971379109224,0.03490494580323537
WS(k=4;b=0.5),12,6,20321817,24,0.4,0.3,0,2.764777355338274,2.7647773553382753,4.81871578909537e-16,1.0710522720550895e-15
WS(k=4;b=0.5),12,6,20321817,24,0.8,0.6,2,3.5939794914197174,3.406098064541754,0.052276710906813066,0.1400540794700693
WS(k=4;b=0.5),12,6,20321817,24,0.8,0.6,5,3.5939794914197174,3.5816607042029593,0.0034276175604696633,0.042450864727798146
WS(k=4;b=0.5),12,6,20321817,24,0.8,0.6,10,3.5939794914197174,3.6391563344037725,0.012570144902582361,0.050276895786859496
WS(k=4;b=0.5),12,6,20321817,24,0.8,0.6,25,3.5939794914197174,3.546410492417099,0.013235745812179758,0.009244581249874794
WS(k=4;b=0.5),12,6,20321817,24,0.8,0.6,0,3.5939794914197174,3.5939794914197205,8.649533132762672e-16,9.545739406323796e-16
WS(k=4;b=0.5),14,6,20322017,28,0.2,0.15,2,2.035242475256492,2.0054196884454596,0.014653186130696362,0.12388805951042048
WS(k=4;b=0.5),14,6,20322017,28,0.2,0.15,5,2.035242475256492,1.8397826460409816,0.0960376130076971,0.12656369936070888
WS(k=4;b=0.5),14,6,20322017,28,0.2,0.15,10,2.035242475256492,1.9345860210475914,0.04945673816885898,0.054741775700503
WS(k=4;b=0.5),14,6,20322017,28,0.2,0.15,25,2.035242475256492,1.9953268931246428,0.019612199832267623,0.04454125613888421
WS(k=4;b=0.5),14,6,20322017,28,0.4,0.3,2,3.4090041251567116,3.364300700154535,0.01311333848858916,0.15416243674064373
WS(k=4;b=0.5),14,6,20322017,28,0.4,0.3,5,3.4090041251567116,3.3214622223513453,0.025679611872379896,0.04143130490754634
WS(k=4;b=0.5),14,6,20322017,28,0.4,0.3,10,3.4090041251567116,3.405357819157796,0.0010696103216795549,0.0460559572676772
WS(k=4;b=0.5),14,6,20322017,28,0.4,0.3,25,3.4090041251567116,3.4885155603235054,0.02332394806449191,0.029506927955470986
WS(k=4;b=0.5),14,6,20322017,28,0.8,0.6,2,4.257867540447488,3.9020441272859276,0.08356845528458225,0.11553743108400183
WS(k=4;b=0.5),14,6,20322017,28,0.8,0.6,5,4.257867540447488,4.260526017855899,0.0006243682742961647,0.041272981034800704
WS(k=4;b=0.5),14,6,20322017,28,0.8,0.6,10,4.257867540447488,4.123943353711313,0.031453347353802244,0.037918397778586535
WS(k=4;b=0.5),14,6,20322017,28,0.8,0.6,25,4.257867540447488,4.281087895220103,0.005453517412656454,0.028353753847199306
WS(k=4;b=0.5),12,7,20321818,24,0.2,0.15,2,1.7900356690977537,1.8095038623582353,0.010875868898352384,0.17943654968025288
WS(k=4;b=0.5),12,7,20321818,24,0.2,0.15,5,1.7900356690977537,1.7580515177396072,0.017867884931180005,0.0865142812610246
WS(k=4;b=0.5),12,7,20321818,24,0.2,0.15,10,1.7900356690977537,1.881095889635215,0.050870617892971454,0.06791470499118092
WS(k=4;b=0.5),12,7,20321818,24,0.2,0.15,25,1.7900356690977537,1.824272591352118,0.019126391080028636,0.04635565245563341
WS(k=4;b=0.5),12,7,20321818,24,0.2,0.15,0,1.7900356690977537,1.7900356690977532,2.480895869934818e-16,7.886048418815308e-16
WS(k=4;b=0.5),12,7,20321818,24,0.4,0.3,2,3.077203773156563,2.6787784942984936,0.1294764039787229,0.19609766216812244
WS(k=4;b=0.5),12,7,20321818,24,0.4,0.3,5,3.077203773156563,3.099456187448108,0.00723137495334562,0.08719375143762294
WS(k=4;b=0.5),12,7,20321818,24,0.4,0.3,10,3.077203773156563,3.2019517897717926,0.04053940714080963,0.051939552131295454
WS(k=4;b=0.5),12,7,20321818,24,0.4,0.3,25,3.077203773156563,3.070718326824706,0.0021075777913805893,0.029690229445734934
WS(k=4;b=0.5),12,7,20321818,24,0.4,0.3,0,3.077203773156563,3.077203773156563,0.0,8.944395425261116e-16
WS(k=4;b=0.5),12,7,20321818,24,0.8,0.6,2,3.992141277144773,4.173463004359071,0.045419666947253336,0.09954913731899262
WS(k=4;b=0.5),12,7,20321818,24,0.8,0.6,5,3.992141277144773,4.013574056001259,0.005368742579124065,0.05987471517350758
WS(k=4;b=0.5),12,7,20321818,24,0.8,0.6,10,3.992141277144773,3.9645300520162063,0.0069163947895938705,0.041421718641328834
WS(k=4;b=0.5),12,7,20321818,24,0.8,0.6,25,3.992141277144773,4.006930092889497,0.0037044820606400753,0.02101950861231474
WS(k=4;b=0.5),12,7,20321818,24,0.8,0.6,0,3.992141277144773,3.992141277144771,5.562042761268215e-16,1.2457333066502643e-15
WS(k=4;b=0.5),14,7,20322018,28,0.2,0.15,2,2.1642935041696454,2.069214230592353,0.04393085937471808,0.11345072881361583
WS(k=4;b=0.5),14,7,20322018,28,0.2,0.15,5,2.1642935041696454,2.089962629251879,0.03434417502735347,0.09526042775780559
WS(k=4;b=0.5),14,7,20322018,28,0.2,0.15,10,2.1642935041696454,2.133753661991579,0.014110767379391747,0.04520156755405959
WS(k=4;b=0.5),14,7,20322018,28,0.2,0.15,25,2.1642935041696454,2.114199993592467,0.023145433131259698,0.04844951244021109
WS(k=4;b=0.5),14,7,20322018,28,0.4,0.3,2,3.622515888889732,4.0224550489649,0.11040370072682974,0.13556546715327933
WS(k=4;b=0.5),14,7,20322018,28,0.4,0.3,5,3.622515888889732,3.489775684694231,0.03664309785434362,0.08158345558041055
WS(k=4;b=0.5),14,7,20322018,28,0.4,0.3,10,3.622515888889732,3.7029048435409817,0.022191470546148027,0.03524487830145114
WS(k=4;b=0.5),14,7,20322018,28,0.4,0.3,25,3.622515888889732,3.6441886361038254,0.005982788724423207,0.04931767770429771
WS(k=4;b=0.5),14,7,20322018,28,0.8,0.6,2,4.4910974169245055,4.5415120568076315,0.011225461218708065,0.07807967095142705
WS(k=4;b=0.5),14,7,20322018,28,0.8,0.6,5,4.4910974169245055,4.428497037994348,0.013938771110653364,0.04642090505099311
WS(k=4;b=0.5),14,7,20322018,28,0.8,0.6,10,4.4910974169245055,4.425082592950185,0.014699040756841924,0.051471261482282135
WS(k=4;b=0.5),14,7,20322018,28,0.8,0.6,25,4.4910974169245055,4.627751911709536,0.03042786252421385,0.030271215867985785
WS(k=4;b=0.5),12,8,20321819,24,0.2,0.15,2,1.7528334549254798,1.8711057311900017,0.0674749080879165,0.3088255713711919
WS(k=4;b=0.5),12,8,20321819,24,0.2,0.15,5,1.7528334549254798,1.6503797142619478,0.058450356692836915,0.11281353390998593
WS(k=4;b=0.5),12,8,20321819,24,0.2,0.15,10,1.7528334549254798,1.7845446068205923,0.018091366185420454,0.08755486606912426
WS(k=4;b=0.5),12,8,20321819,24,0.2,0.15,25,1.7528334549254798,1.8079172701113888,0.03142558411988481,0.04308394990772718
WS(k=4;b=0.5),12,8,20321819,24,0.2,0.15,0,1.7528334549254798,1.7528334549254794,2.533550512755033e-16,9.848031076564102e-16
WS(k=4;b=0.5),12,8,20321819,24,0.4,0.3,2,3.0042263552569732,3.292729191812543,0.09603232328041147,0.18987433223731948
WS(k=4;b=0.5),12,8,20321819,24,0.4,0.3,5,3.0042263552569732,2.9491356728086027,0.01833772689996199,0.06355626067207296
WS(k=4;b=0.5),12,8,20321819,24,0.4,0.3,10,3.0042263552569732,2.8878803299515856,0.03872744978147151,0.04958428450837919
WS(k=4;b=0.5),12,8,20321819,24,0.4,0.3,25,3.0042263552569732,3.0897605985295784,0.028471304475088,0.03790610491061293
WS(k=4;b=0.5),12,8,20321819,24,0.4,0.3,0,3.0042263552569732,3.0042263552569755,7.391074395459068e-16,8.90097443425967e-16
WS(k=4;b=0.5),12,8,20321819,24,0.8,0.6,2,3.8788608609036217,3.628084744800598,0.06465200096004547,0.13510405582700366
WS(k=4;b=0.5),12,8,20321819,24,0.8,0.6,5,3.8788608609036217,3.7774771072134827,0.026137507202699854,0.08192816441248854
WS(k=4;b=0.5),12,8,20321819,24,0.8,0.6,10,3.8788608609036217,3.9409584084791662,0.016009222759559943,0.030371328996691746
WS(k=4;b=0.5),12,8,20321819,24,0.8,0.6,25,3.8788608609036217,3.839113715351987,0.010247118155812111,0.027999068398448027
WS(k=4;b=0.5),12,8,20321819,24,0.8,0.6,0,3.8788608609036217,3.8788608609036235,4.579583808495851e-16,4.961690370897427e-16
WS(k=4;b=0.5),14,8,20322019,28,0.2,0.15,2,2.0269438155344144,1.9789903243706681,0.02365802682651224,0.26943931663556725
WS(k=4;b=0.5),14,8,20322019,28,0.2,0.15,5,2.0269438155344144,2.0572725862915195,0.014962807811773915,0.08622437942576903
WS(k=4;b=0.5),14,8,20322019,28,0.2,0.15,10,2.0269438155344144,2.0213962225264495,0.0027369249041085393,0.0678620398048721
WS(k=4;b=0.5),14,8,20322019,28,0.2,0.15,25,2.0269438155344144,2.0236667312024106,0.0016167613067951656,0.03511739296431298
WS(k=4;b=0.5),14,8,20322019,28,0.4,0.3,2,3.395068116006455,3.8265690291885863,0.12709639348552942,0.11906477021546469
WS(k=4;b=0.5),14,8,20322019,28,0.4,0.3,5,3.395068116006455,3.406167637013982,0.0032693073093871287,0.04786452486680741
WS(k=4;b=0.5),14,8,20322019,28,0.4,0.3,10,3.395068116006455,3.4418709156257394,0.013785525951195846,0.04232490658705826
WS(k=4;b=0.5),14,8,20322019,28,0.4,0.3,25,3.395068116006455,3.360178461064896,0.010276569938926257,0.0287604302458769
WS(k=4;b=0.5),14,8,20322019,28,0.8,0.6,2,4.250240602841626,4.301291633532054,0.012011327230815229,0.055204438176740984
WS(k=4;b=0.5),14,8,20322019,28,0.8,0.6,5,4.250240602841626,4.111208928618698,0.0327114832346137,0.04998118801060388
WS(k=4;b=0.5),14,8,20322019,28,0.8,0.6,10,4.250240602841626,4.329611707570444,0.018674496845131956,0.03305579642189087
WS(k=4;b=0.5),14,8,20322019,28,0.8,0.6,25,4.250240602841626,4.237613803291072,0.0029708434722758434,0.02547046290133128
WS(k=4;b=0.5),12,9,20321820,24,0.2,0.15,2,1.7230119995609985,1.6433377703873366,0.046241250318605924,0.12361153385336084
WS(k=4;b=0.5),12,9,20321820,24,0.2,0.15,5,1.7230119995609985,1.6648308842883912,0.03376709813247446,0.12869903832218557
WS(k=4;b=0.5),12,9,20321820,24,0.2,0.15,10,1.7230119995609985,1.5690258241046497,0.08937034419701224,0.08394089610459915
WS(k=4;b=0.5),12,9,20321820,24,0.2,0.15,25,1.7230119995609985,1.7630149385061789,0.02321686613637781,0.038453675694332896
WS(k=4;b=0.5),12,9,20321820,24,0.2,0.15,0,1.7230119995609985,1.7230119995609987,1.2887002817252895e-16,1.1334150776893967e-15
WS(k=4;b=0.5),12,9,20321820,24,0.4,0.3,2,2.943765637126505,2.70916070943447,0.07969551812590607,0.180630333650628
WS(k=4;b=0.5),12,9,20321820,24,0.4,0.3,5,2.943765637126505,2.7141301276289185,0.07800740201646632,0.09348083706310158
WS(k=4;b=0.5),12,9,20321820,24,0.4,0.3,10,2.943765637126505,2.8699278212834454,0.025082776601446685,0.04355338744704876
WS(k=4;b=0.5),12,9,20321820,24,0.4,0.3,25,2.943765637126505,2.9297153907847115,0.004772882108749716,0.032893497374966295
WS(k=4;b=0.5),12,9,20321820,24,0.4,0.3,0,2.943765637126505,2.9437656371265057,3.017150579171452e-16,9.50256607111982e-16
WS(k=4;b=0.5),12,9,20321820,24,0.8,0.6,2,3.7639391663079955,3.615599457588517,0.0394107614828917,0.11747320940524505
WS(k=4;b=0.5),12,9,20321820,24,0.8,0.6,5,3.7639391663079955,3.8118478560067475,0.012728337941164184,0.027748597287306227
WS(k=4;b=0.5),12,9,20321820,24,0.8,0.6,10,3.7639391663079955,3.8307410672445483,0.01774786944871854,0.04532943552884674
WS(k=4;b=0.5),12,9,20321820,24,0.8,0.6,25,3.7639391663079955,3.7555805003155096,0.002220722924351839,0.015474225752283329
WS(k=4;b=0.5),12,9,20321820,24,0.8,0.6,0,3.7639391663079955,3.763939166307996,1.1798522511341876e-16,5.750731475248127e-16
WS(k=4;b=0.5),14,9,20322020,28,0.2,0.15,2,2.049875345119653,2.0165234772279206,0.016270193195472387,0.2304434208564958
WS(k=4;b=0.5),14,9,20322020,28,0.2,0.15,5,2.049875345119653,2.0046817244021873,0.022047009260862005,0.03179828101422896
WS(k=4;b=0.5),14,9,20322020,28,0.2,0.15,10,2.049875345119653,1.997798569458239,0.025404849999976088,0.061723597895052475
WS(k=4;b=0.5),14,9,20322020,28,0.2,0.15,25,2.049875345119653,1.9879118087007848,0.030227953405260036,0.03769288861091589
WS(k=4;b=0.5),14,9,20322020,28,0.4,0.3,2,3.4328095290682907,3.5398638972213066,0.031185641745195163,0.11682570420729615
WS(k=4;b=0.5),14,9,20322020,28,0.4,0.3,5,3.4328095290682907,3.5004621628371426,0.01970765729819379,0.0675749815288248
WS(k=4;b=0.5),14,9,20322020,28,0.4,0.3,10,3.4328095290682907,3.4300137488072617,0.0008144291832549803,0.06124088982612651
WS(k=4;b=0.5),14,9,20322020,28,0.4,0.3,25,3.4328095290682907,3.473113856909692,0.011740915859185639,0.0373127706078103
WS(k=4;b=0.5),14,9,20322020,28,0.8,0.6,2,4.265156511727908,4.111383725531377,0.03605325754722053,0.10055834998050114
WS(k=4;b=0.5),14,9,20322020,28,0.8,0.6,5,4.265156511727908,4.209645623946031,0.013014970876036766,0.047841988040857396
WS(k=4;b=0.5),14,9,20322020,28,0.8,0.6,10,4.265156511727908,4.252843996863812,0.0028867674211345254,0.03291552137374884
WS(k=4;b=0.5),14,9,20322020,28,0.8,0.6,25,4.265156511727908,4.231042025852801,0.007998413605996018,0.018974141610644948
WS(k=4;b=0.5),12,10,20321821,24,0.2,0.15,2,1.6566641095384909,1.6084250081538967,0.02911821479493059,0.26748947937844453
WS(k=4;b=0.5),12,10,20321821,24,0.2,0.15,5,1.6566641095384909,1.5979925437060207,0.035415486757188634,0.09187826867412205
WS(k=4;b=0.5),12,10,20321821,24,0.2,0.15,10,1.6566641095384909,1.642229376658309,0.008713131887792947,0.06521856558016521
WS(k=4;b=0.5),12,10,20321821,24,0.2,0.15,25,1.6566641095384909,1.684231364351067,0.016640219736670497,0.030335447882885676
WS(k=4;b=0.5),12,10,20321821,24,0.2,0.15,0,1.6566641095384909,1.6566641095384933,1.4743427108200991e-15,1.0266537271500183e-15
WS(k=4;b=0.5),12,10,20321821,24,0.4,0.3,2,2.835535855975061,2.960484705299656,0.04406533920609815,0.16972538083825528
WS(k=4;b=0.5),12,10,20321821,24,0.4,0.3,5,2.835535855975061,2.600986652447547,0.08271777027021913,0.08769137572125477
WS(k=4;b=0.5),12,10,20321821,24,0.4,0.3,10,2.835535855975061,2.8019905631846047,0.011830318674958599,0.0397071652475466
WS(k=4;b=0.5),12,10,20321821,24,0.4,0.3,25,2.835535855975061,2.856896469979412,0.007533184233710086,0.02213306741222571
WS(k=4;b=0.5),12,10,20321821,24,0.4,0.3,0,2.835535855975061,2.835535855975057,1.409540591852673e-15,7.413213582042814e-16
WS(k=4;b=0.5),12,10,20321821,24,0.8,0.6,2,3.6938177289892344,4.079541903243389,0.10442425765271945,0.13581937600395613
WS(k=4;b=0.5),12,10,20321821,24,0.8,0.6,5,3.6938177289892344,3.56091448816701,0.03597991307995369,0.07474863015162539
WS(k=4;b=0.5),12,10,20321821,24,0.8,0.6,10,3.6938177289892344,3.634127446182021,0.016159509533662596,0.03368388876435739
WS(k=4;b=0.5),12,10,20321821,24,0.8,0.6,25,3.6938177289892344,3.6837758490005936,0.0027185640238368346,0.018008963451626402
WS(k=4;b=0.5),12,10,20321821,24,0.8,0.6,0,3.6938177289892344,3.693817728989234,1.2022499279399524e-16,8.029692575465069e-16
WS(k=4;b=0.5),14,10,20322021,28,0.2,0.15,2,2.0947022749635833,2.1433744302623787,0.023235834457496638,0.17345693693874367
WS(k=4;b=0.5),14,10,20322021,28,0.2,0.15,5,2.0947022749635833,2.15167974776245,0.027200749948990778,0.08612974627311296
WS(k=4;b=0.5),14,10,20322021,28,0.2,0.15,10,2.0947022749635833,2.1009198141853345,0.002968220971574235,0.062464138444847724
WS(k=4;b=0.5),14,10,20322021,28,0.2,0.15,25,2.0947022749635833,2.0793102528201373,0.007348071526639093,0.025828018493500773
WS(k=4;b=0.5),14,10,20322021,28,0.4,0.3,2,3.515405042966031,3.718087366858179,0.05765546826465837,0.11379218890656233
WS(k=4;b=0.5),14,10,20322021,28,0.4,0.3,5,3.515405042966031,3.5641654974170645,0.013870508193244506,0.07378888850175543
WS(k=4;b=0.5),14,10,20322021,28,0.4,0.3,10,3.515405042966031,3.6128839353781492,0.027729064281557976,0.09276857557762465
WS(k=4;b=0.5),14,10,20322021,28,0.4,0.3,25,3.515405042966031,3.6757725788992572,0.04561850881283377,0.03524553459282518
WS(k=4;b=0.5),14,10,20322021,28,0.8,0.6,2,4.378517881892458,4.802487628101889,0.09682951118294507,0.11689278408701849
WS(k=4;b=0.5),14,10,20322021,28,0.8,0.6,5,4.378517881892458,4.325802790633113,0.012039482921230145,0.058813598467109235
WS(k=4;b=0.5),14,10,20322021,28,0.8,0.6,10,4.378517881892458,4.6377399624265605,0.05920315675907731,0.06624846283560511
WS(k=4;b=0.5),14,10,20322021,28,0.8,0.6,25,4.378517881892458,4.49881959712068,0.02747544225541129,0.030199255180530567
3-regular,12,1,20331812,18,0.2,0.15,2,1.3137336179690908,0.9927725088000875,0.24431216860019092,0.3539326305491974
3-regular,12,1,20331812,18,0.2,0.15,5,1.3137336179690908,1.4813188979179865,0.1275641253726664,0.15543304892283372
3-regular,12,1,20331812,18,0.2,0.15,10,1.3137336179690908,1.2552845339589331,0.04449081854243367,0.08938424575581372
3-regular,12,1,20331812,18,0.2,0.15,25,1.3137336179690908,1.269981291202276,0.033303803882595115,0.04492678741944979
3-regular,12,1,20331812,18,0.2,0.15,0,1.3137336179690908,1.3137336179690908,0.0,1.19177432800136e-15
3-regular,12,1,20331812,18,0.4,0.3,2,2.2800509247057352,2.0380120515842117,0.10615502947714257,0.1749006074372312
3-regular,12,1,20331812,18,0.4,0.3,5,2.2800509247057352,2.2951180252801304,0.006608229847471397,0.11348536886797034
3-regular,12,1,20331812,18,0.4,0.3,10,2.2800509247057352,2.2601922458526786,0.008709752329597446,0.05313021291253403
3-regular,12,1,20331812,18,0.4,0.3,25,2.2800509247057352,2.2867838658677817,0.0029529784133726913,0.03859056622622016
3-regular,12,1,20331812,18,0.4,0.3,0,2.2800509247057352,2.2800509247057303,2.1424878082410144e-15,1.4436428863562588e-15
3-regular,12,1,20331812,18,0.8,0.6,2,3.0599290111034274,3.6353768170222076,0.18805920131829154,0.19922916262843918
3-regular,12,1,20331812,18,0.8,0.6,5,3.0599290111034274,3.0688779320860324,0.0029245518278798216,0.06582777146488411
3-regular,12,1,20331812,18,0.8,0.6,10,3.0599290111034274,2.9478854323802444,0.03661639806564647,0.07012865369981652
3-regular,12,1,20331812,18,0.8,0.6,25,3.0599290111034274,3.0367291223444184,0.007581838884112875,0.023307362085374594
3-regular,12,1,20331812,18,0.8,0.6,0,3.0599290111034274,3.059929011103422,1.741566715719022e-15,1.8023918075175724e-15
3-regular,14,1,20332012,21,0.2,0.15,2,1.4638189812200428,1.4855402632074084,0.014838776013999775,0.250557970233738
3-regular,14,1,20332012,21,0.2,0.15,5,1.4638189812200428,1.6840123181830575,0.15042388422883485,0.15732177188617957
3-regular,14,1,20332012,21,0.2,0.15,10,1.4638189812200428,1.438423931957206,0.01734849020858498,0.04173686504781414
3-regular,14,1,20332012,21,0.2,0.15,25,1.4638189812200428,1.468703520906755,0.003336846802355986,0.054090016205187344
3-regular,14,1,20332012,21,0.4,0.3,2,2.4701246142576925,2.687240509924535,0.08789673784619528,0.27031703241065275
3-regular,14,1,20332012,21,0.4,0.3,5,2.4701246142576925,2.549872640752779,0.03228502158748453,0.05886961688589691
3-regular,14,1,20332012,21,0.4,0.3,10,2.4701246142576925,2.5998085467475813,0.05250096766023309,0.06438855171121698
3-regular,14,1,20332012,21,0.4,0.3,25,2.4701246142576925,2.5360783811922314,0.026700582858795955,0.03201020700277119
3-regular,14,1,20332012,21,0.8,0.6,2,3.216323510412442,3.04494840135839,0.05328292023462409,0.18579384734052184
3-regular,14,1,20332012,21,0.8,0.6,5,3.216323510412442,3.31114050217878,0.029479929944664977,0.05848161730380134
3-regular,14,1,20332012,21,0.8,0.6,10,3.216323510412442,3.1631146218454727,0.0165433882489471,0.04376076940738647
3-regular,14,1,20332012,21,0.8,0.6,25,3.216323510412442,3.2163494661609695,8.070005533754513e-6,0.020989999411838458
3-regular,12,2,20331813,18,0.2,0.15,2,1.3336336592732096,1.7269953921136303,0.2949548626830482,0.42008171499770314
3-regular,12,2,20331813,18,0.2,0.15,5,1.3336336592732096,1.3824602308214442,0.03661168208280194,0.1431993691708983
3-regular,12,2,20331813,18,0.2,0.15,10,1.3336336592732096,1.3905922992556072,0.042709359940299,0.09192155578004257
3-regular,12,2,20331813,18,0.2,0.15,25,1.3336336592732096,1.3289341309048681,0.0035238525480097995,0.03648934827173881
3-regular,12,2,20331813,18,0.2,0.15,0,1.3336336592732096,1.333633659273209,4.994878542118657e-16,1.3849760959511471e-15
3-regular,12,2,20331813,18,0.4,0.3,2,2.305567301119349,2.3412113943670345,0.015460009877126743,0.25491607871165534
3-regular,12,2,20331813,18,0.4,0.3,5,2.305567301119349,1.9903779550198841,0.13670793558983982,0.06362312425247836
3-regular,12,2,20331813,18,0.4,0.3,10,2.305567301119349,2.437756094596045,0.057334606286495594,0.07145321450684816
3-regular,12,2,20331813,18,0.4,0.3,25,2.305567301119349,2.4420194353230626,0.05918375669947541,0.059314867697948775
3-regular,12,2,20331813,18,0.4,0.3,0,2.305567301119349,2.305567301119349,0.0,1.588689975604133e-15
3-regular,12,2,20331813,18,0.8,0.6,2,3.0825384793319435,3.2049758236466745,0.03971964831441976,0.08584803139787066
3-regular,12,2,20331813,18,0.8,0.6,5,3.0825384793319435,2.9163860339206478,0.053901174802951604,0.07426000256422237
3-regular,12,2,20331813,18,0.8,0.6,10,3.0825384793319435,3.0668677285245045,0.005083716200952395,0.0389600677999176
3-regular,12,2,20331813,18,0.8,0.6,25,3.0825384793319435,3.0268986537387708,0.01805000195982343,0.01408437843359869
3-regular,12,2,20331813,18,0.8,0.6,0,3.0825384793319435,3.0825384793319413,7.203303589357088e-16,1.258894501633694e-15
3-regular,14,2,20332013,21,0.2,0.15,2,1.6236696375455637,1.304843564822782,0.19636141820372907,0.3077659366262073
3-regular,14,2,20332013,21,0.2,0.15,5,1.6236696375455637,1.7115108789146047,0.05410043973097084,0.06722941331526375
3-regular,14,2,20332013,21,0.2,0.15,10,1.6236696375455637,1.6227863395586035,0.0005440133673346454,0.09575627643799313
3-regular,14,2,20332013,21,0.2,0.15,25,1.6236696375455637,1.6268854095549037,0.0019805580735014127,0.022676852251854767
3-regular,14,2,20332013,21,0.4,0.3,2,2.7496623465451964,2.6658397797550157,0.03048467638053785,0.2019712782417081
3-regular,14,2,20332013,21,0.4,0.3,5,2.7496623465451964,2.8184853985233738,0.025029637571554877,0.10769582145749344
3-regular,14,2,20332013,21,0.4,0.3,10,2.7496623465451964,2.8702868578071867,0.04386884499238556,0.038758006990690236
3-regular,14,2,20332013,21,0.4,0.3,25,2.7496623465451964,2.81795350197046,0.02483619689198124,0.041087448305188
3-regular,14,2,20332013,21,0.8,0.6,2,3.5514669185672103,3.550234176017905,0.0003471079915909316,0.096088241461916
3-regular,14,2,20332013,21,0.8,0.6,5,3.5514669185672103,3.700150301571375,0.041865343649082544,0.07831333810540105
3-regular,14,2,20332013,21,0.8,0.6,10,3.5514669185672103,3.628926871919451,0.021810692631621362,0.03970861914999638
3-regular,14,2,20332013,21,0.8,0.6,25,3.5514669185672103,3.597120941346105,0.012854976218478507,0.014789921949256268
3-regular,12,3,20331814,18,0.2,0.15,2,1.3420602807832271,1.7409892999944663,0.29725119275448936,0.2414148452573127
3-regular,12,3,20331814,18,0.2,0.15,5,1.3420602807832271,1.4523546414390436,0.08218286632508681,0.16509209438913247
3-regular,12,3,20331814,18,0.2,0.15,10,1.3420602807832271,1.3515568610025908,0.007076120465931236,0.06963913772333692
3-regular,12,3,20331814,18,0.2,0.15,25,1.3420602807832271,1.310453513210799,0.023550929883702658,0.04365985160602179
3-regular,12,3,20331814,18,0.2,0.15,0,1.3420602807832271,1.3420602807832267,3.3090109006943555e-16,1.8227295416484203e-15
3-regular,12,3,20331814,18,0.4,0.3,2,2.3220757189013153,2.011245545547936,0.13385875870595984,0.24084810483735203
3-regular,12,3,20331814,18,0.4,0.3,5,2.3220757189013153,2.438900900063014,0.050310668257180904,0.1152516786672016
3-regular,12,3,20331814,18,0.4,0.3,10,2.3220757189013153,2.3955027246887743,0.03162127969806295,0.07756605885847645
3-regular,12,3,20331814,18,0.4,0.3,25,2.3220757189013153,2.2593909744938947,0.026995133663031322,0.023092818933164866
3-regular,12,3,20331814,18,0.4,0.3,0,2.3220757189013153,2.3220757189013135,7.649866130294535e-16,1.3508829267684047e-15
3-regular,12,3,20331814,18,0.8,0.6,2,3.0997568161902516,2.8767708456641463,0.07193660140093364,0.18249452042053682
