family,n,instance,seed,m,gamma,beta,S,eta_exact,eta_sampled,relerr_eta,median_relerr_lambda
ER(0.25),14,8,20282019,24,0.8,0.6,25,4.271670020677616,4.3865244225855085,0.026887470556462293,0.023794851193619997
ER(0.25),12,9,20281820,18,0.2,0.15,2,1.6207076083198684,1.7376489503692862,0.0721544968685912,0.27437264015852253
ER(0.25),12,9,20281820,18,0.2,0.15,5,1.6207076083198684,1.5892841572927512,0.019388723089720544,0.06760073390305985
ER(0.25),12,9,20281820,18,0.2,0.15,10,1.6207076083198684,1.6491161973968675,0.017528509726963872,0.0872039488035787
ER(0.25),12,9,20281820,18,0.2,0.15,25,1.6207076083198684,1.600110853866328,0.012708494948630685,0.030053514815811165
ER(0.25),12,9,20281820,18,0.2,0.15,0,1.6207076083198684,1.6207076083198682,1.3700472792573442e-16,1.0378071168262997e-15
ER(0.25),12,9,20281820,18,0.4,0.3,2,2.799850961502805,3.0521613657554627,0.09011565534089405,0.30608442597879404
ER(0.25),12,9,20281820,18,0.4,0.3,5,2.799850961502805,2.6334856007710696,0.05941936303725243,0.0813228608826012
ER(0.25),12,9,20281820,18,0.4,0.3,10,2.799850961502805,2.7703896423827796,0.01052245977557758,0.031210702887777938
ER(0.25),12,9,20281820,18,0.4,0.3,25,2.799850961502805,2.713668737597702,0.03078100409274822,0.03851198961914717
ER(0.25),12,9,20281820,18,0.4,0.3,0,2.799850961502805,2.7998509615028064,4.758351954687975e-16,7.741054649256892e-16
ER(0.25),12,9,20281820,18,0.8,0.6,2,3.625568304130812,3.868848113578951,0.06710115188588689,0.1021857446793276
ER(0.25),12,9,20281820,18,0.8,0.6,5,3.625568304130812,3.5907326274936127,0.009608335498053948,0.07846780704798768
ER(0.25),12,9,20281820,18,0.8,0.6,10,3.625568304130812,3.6431651244726395,0.004853534360883089,0.024493381737896402
ER(0.25),12,9,20281820,18,0.8,0.6,25,3.625568304130812,3.618976219959558,0.0018182209293211133,0.031014866606804418
ER(0.25),12,9,20281820,18,0.8,0.6,0,3.625568304130812,3.625568304130808,1.1023934879662268e-15,6.959985695326642e-16
ER(0.25),14,9,20282020,18,0.2,0.15,2,1.558304171677389,1.6853255360922972,0.08151256136225304,0.23680210092618575
ER(0.25),14,9,20282020,18,0.2,0.15,5,1.558304171677389,1.3869461867262447,0.10996440108781286,0.09377600278909373
ER(0.25),14,9,20282020,18,0.2,0.15,10,1.558304171677389,1.5177641366355155,0.026015482585941843,0.06294763511934183
ER(0.25),14,9,20282020,18,0.2,0.15,25,1.558304171677389,1.551185178145259,0.00456842358604935,0.030802947118641302
ER(0.25),14,9,20282020,18,0.4,0.3,2,2.675902989337829,2.7412160559870427,0.024407860415513648,0.08598551597346783
ER(0.25),14,9,20282020,18,0.4,0.3,5,2.675902989337829,2.732809573947346,0.02126631078789551,0.07912287280165052
ER(0.25),14,9,20282020,18,0.4,0.3,10,2.675902989337829,2.5753349656945375,0.03758283616558836,0.05205600661162866
ER(0.25),14,9,20282020,18,0.4,0.3,25,2.675902989337829,2.710056063777234,0.01276319604092081,0.03535016221739085
ER(0.25),14,9,20282020,18,0.8,0.6,2,3.477340596982577,3.5221765210875686,0.012893739584755506,0.11204894923259018
ER(0.25),14,9,20282020,18,0.8,0.6,5,3.477340596982577,3.383195758456688,0.02707380421911569,0.04418850031807681
ER(0.25),14,9,20282020,18,0.8,0.6,10,3.477340596982577,3.514983290456588,0.010825138471242961,0.04657462803977454
ER(0.25),14,9,20282020,18,0.8,0.6,25,3.477340596982577,3.457206632937499,0.005790046584032914,0.03374981895010445
ER(0.25),12,10,20281821,11,0.2,0.15,2,1.0717323475823803,0.7969664125287563,0.25637551733270203,0.42917322359809057
ER(0.25),12,10,20281821,11,0.2,0.15,5,1.0717323475823803,1.0713678512842486,0.0003401001182375116,0.0767985850717962
ER(0.25),12,10,20281821,11,0.2,0.15,10,1.0717323475823803,1.0132871438932067,0.054533395227842674,0.09472375250554346
ER(0.25),12,10,20281821,11,0.2,0.15,25,1.0717323475823803,1.08638233462931,0.013669445622292897,0.09028389763665112
ER(0.25),12,10,20281821,11,0.2,0.15,0,1.0717323475823803,1.0717323475823783,1.8646460087103713e-15,2.0819769717216733e-15
ER(0.25),12,10,20281821,11,0.4,0.3,2,1.926994962905439,1.9891453499071967,0.032252490638610715,0.19247214406735186
ER(0.25),12,10,20281821,11,0.4,0.3,5,1.926994962905439,2.1321704554310106,0.10647432737251003,0.058020636685827534
ER(0.25),12,10,20281821,11,0.4,0.3,10,1.926994962905439,2.1523572164117004,0.11695009994549752,0.097950457473949
ER(0.25),12,10,20281821,11,0.4,0.3,25,1.926994962905439,1.8499248095034218,0.03999499473823962,0.038706873626503026
ER(0.25),12,10,20281821,11,0.4,0.3,0,1.926994962905439,1.9269949629054404,6.913705822777309e-16,2.442673606970165e-15
ER(0.25),12,10,20281821,11,0.8,0.6,2,2.7108752255088153,3.0236771682640824,0.11538780531536857,0.12489258297579899
ER(0.25),12,10,20281821,11,0.8,0.6,5,2.7108752255088153,2.6989546228582495,0.00439732619871075,0.02966550722893284
ER(0.25),12,10,20281821,11,0.8,0.6,10,2.7108752255088153,2.6790189767640262,0.01175127812782673,0.03826205441274581
ER(0.25),12,10,20281821,11,0.8,0.6,25,2.7108752255088153,2.7599925410019055,0.018118619046315988,0.026385083492006953
ER(0.25),12,10,20281821,11,0.8,0.6,0,2.7108752255088153,2.7108752255088104,1.801994153911605e-15,2.4792086424134325e-15
ER(0.25),14,10,20282021,22,0.2,0.15,2,1.8900988325761774,1.7564630986258183,0.07070304031044532,0.1794447496244215
ER(0.25),14,10,20282021,22,0.2,0.15,5,1.8900988325761774,1.6995428163448323,0.10081801699841272,0.09001597195452385
ER(0.25),14,10,20282021,22,0.2,0.15,10,1.8900988325761774,1.8854425360862348,0.002463520113176371,0.04816500655788619
ER(0.25),14,10,20282021,22,0.2,0.15,25,1.8900988325761774,1.7956203928037417,0.04998597858698367,0.019582494650229744
ER(0.25),14,10,20282021,22,0.4,0.3,2,3.200748871158315,3.7587523110802263,0.17433527664417356,0.07377412833989658
ER(0.25),14,10,20282021,22,0.4,0.3,5,3.200748871158315,3.124668598512163,0.023769522605070675,0.05843561611709143
ER(0.25),14,10,20282021,22,0.4,0.3,10,3.200748871158315,3.181991964863442,0.005860161808972295,0.036247723765742236
ER(0.25),14,10,20282021,22,0.4,0.3,25,3.200748871158315,3.3351049835289013,0.04197646169034314,0.04062478943584468
ER(0.25),14,10,20282021,22,0.8,0.6,2,4.03977954952784,3.884076053677371,0.038542572420484617,0.0854793982838811
ER(0.25),14,10,20282021,22,0.8,0.6,5,4.03977954952784,3.7870788275855785,0.0625530969806996,0.099541374197636
ER(0.25),14,10,20282021,22,0.8,0.6,10,4.03977954952784,3.895803226210899,0.03563964853819045,0.049000379648932786
ER(0.25),14,10,20282021,22,0.8,0.6,25,4.03977954952784,4.099874980685506,0.01487591845567152,0.019089141436650824
BA(k=2),12,1,20291812,20,0.2,0.15,2,1.6372784047505364,1.3940785495169088,0.14853909666675336,0.2693204730667598
BA(k=2),12,1,20291812,20,0.2,0.15,5,1.6372784047505364,1.7334467122433026,0.058736685962347886,0.11996280350502422
BA(k=2),12,1,20291812,20,0.2,0.15,10,1.6372784047505364,1.6631912993513776,0.01582681022705441,0.07668211982190304
BA(k=2),12,1,20291812,20,0.2,0.15,25,1.6372784047505364,1.6358720800384818,0.000858940488052715,0.033100219853563206
BA(k=2),12,1,20291812,20,0.2,0.15,0,1.6372784047505364,1.6372784047505369,2.712362226005944e-16,9.288557954371785e-16
BA(k=2),12,1,20291812,20,0.4,0.3,2,2.8347410783197997,2.947794244901546,0.03988130254518873,0.08539650412231166
BA(k=2),12,1,20291812,20,0.4,0.3,5,2.8347410783197997,2.9155784585079085,0.028516671524731474,0.09346383783149427
BA(k=2),12,1,20291812,20,0.4,0.3,10,2.8347410783197997,2.6306838401356596,0.07198443616059932,0.0653679458374353
BA(k=2),12,1,20291812,20,0.4,0.3,25,2.8347410783197997,2.725218985541663,0.03863566010164586,0.020222920351123372
BA(k=2),12,1,20291812,20,0.4,0.3,0,2.8347410783197997,2.8347410783197997,0.0,6.288153333915285e-16
BA(k=2),12,1,20291812,20,0.8,0.6,2,3.716195364145089,3.5073889385869625,0.05618822615537127,0.1925380141673692
BA(k=2),12,1,20291812,20,0.8,0.6,5,3.716195364145089,4.04794740463391,0.08927195908203835,0.09255342472773383
BA(k=2),12,1,20291812,20,0.8,0.6,10,3.716195364145089,3.6789408434055315,0.010024909104348985,0.027233677657898928
BA(k=2),12,1,20291812,20,0.8,0.6,25,3.716195364145089,3.767499804943622,0.01380563607972085,0.016850169048527784
BA(k=2),12,1,20291812,20,0.8,0.6,0,3.716195364145089,3.716195364145089,0.0,1.0067092932070472e-15
BA(k=2),14,1,20292012,24,0.2,0.15,2,1.8468876237036393,1.8029766564335088,0.023775657331047622,0.1581147449413335
BA(k=2),14,1,20292012,24,0.2,0.15,5,1.8468876237036393,1.7902237521899549,0.03068073595081767,0.12515308241130188
BA(k=2),14,1,20292012,24,0.2,0.15,10,1.8468876237036393,1.7590510061906288,0.04755926477912509,0.0628106041144258
BA(k=2),14,1,20292012,24,0.2,0.15,25,1.8468876237036393,1.8232459500932778,0.012800818689202052,0.041900230258016966
BA(k=2),14,1,20292012,24,0.4,0.3,2,3.1276841360276366,3.7358526470812112,0.19444690851231172,0.15752273955327492
BA(k=2),14,1,20292012,24,0.4,0.3,5,3.1276841360276366,3.2837878217579206,0.0499103102938476,0.08791902023374885
BA(k=2),14,1,20292012,24,0.4,0.3,10,3.1276841360276366,2.995526332738147,0.04225420392269486,0.042702395080271835
BA(k=2),14,1,20292012,24,0.4,0.3,25,3.1276841360276366,3.0446696602885055,0.026541834830087714,0.04585340418265031
BA(k=2),14,1,20292012,24,0.8,0.6,2,4.000854903382457,3.774438338504973,0.056592046036476884,0.09058632385721985
BA(k=2),14,1,20292012,24,0.8,0.6,5,4.000854903382457,3.960801541118878,0.010011200913513901,0.07078461197321115
BA(k=2),14,1,20292012,24,0.8,0.6,10,4.000854903382457,3.878309386739721,0.030629832773773468,0.04810068441550455
BA(k=2),14,1,20292012,24,0.8,0.6,25,4.000854903382457,4.0804071561384525,0.01988381350414362,0.021820077843378437
BA(k=2),12,2,20291813,20,0.2,0.15,2,1.3610623140553662,1.3218858152854134,0.028783765714020883,0.2021730329583779
BA(k=2),12,2,20291813,20,0.2,0.15,5,1.3610623140553662,1.3564345626626397,0.003400102511792983,0.11329559513173827
BA(k=2),12,2,20291813,20,0.2,0.15,10,1.3610623140553662,1.3673755824931617,0.004638485962472064,0.06598016229635242
BA(k=2),12,2,20291813,20,0.2,0.15,25,1.3610623140553662,1.359710750499306,0.0009930210704556784,0.04793420100370768
BA(k=2),12,2,20291813,20,0.2,0.15,0,1.3610623140553662,1.3610623140553655,4.894219815625551e-16,1.162865608331784e-15
BA(k=2),12,2,20291813,20,0.4,0.3,2,2.3694190860863924,2.4869094791581956,0.049586159646356175,0.1432763336577611
BA(k=2),12,2,20291813,20,0.4,0.3,5,2.3694190860863924,2.2547917945252873,0.04837780375544996,0.08730872282356845
BA(k=2),12,2,20291813,20,0.4,0.3,10,2.3694190860863924,2.428395842548348,0.024890808387708446,0.056969430450320296
BA(k=2),12,2,20291813,20,0.4,0.3,25,2.3694190860863924,2.351520302078427,0.007554081130294732,0.026880185906498197
BA(k=2),12,2,20291813,20,0.4,0.3,0,2.3694190860863924,2.369419086086396,1.499402828171092e-15,9.424361772303751e-16
BA(k=2),12,2,20291813,20,0.8,0.6,2,3.1687857682628904,3.323921903479289,0.048957596556438526,0.1173944124331072
BA(k=2),12,2,20291813,20,0.8,0.6,5,3.1687857682628904,3.1784910270488727,0.0030627689896823283,0.033735754278714156
BA(k=2),12,2,20291813,20,0.8,0.6,10,3.1687857682628904,3.288549444173052,0.03779481626989735,0.06460580212458332
BA(k=2),12,2,20291813,20,0.8,0.6,25,3.1687857682628904,3.177891221975516,0.0028734835291870067,0.023578697046752983
BA(k=2),12,2,20291813,20,0.8,0.6,0,3.1687857682628904,3.1687857682628904,0.0,8.417925925181558e-16
BA(k=2),14,2,20292013,24,0.2,0.15,2,1.8850700892382368,2.301947241455699,0.22114676509769662,0.14441425145115205
BA(k=2),14,2,20292013,24,0.2,0.15,5,1.8850700892382368,1.867882220192604,0.009117893888273687,0.0966369084178041
BA(k=2),14,2,20292013,24,0.2,0.15,10,1.8850700892382368,1.7763559973496748,0.05767111393321921,0.06640475466449401
BA(k=2),14,2,20292013,24,0.2,0.15,25,1.8850700892382368,1.882338944145577,0.001448829467005967,0.037597722239140555
BA(k=2),14,2,20292013,24,0.4,0.3,2,3.0711520811516437,2.718974414696475,0.11467281891266887,0.22464363085387679
BA(k=2),14,2,20292013,24,0.4,0.3,5,3.0711520811516437,3.2648409237986873,0.06306716096404208,0.07294146996380978
BA(k=2),14,2,20292013,24,0.4,0.3,10,3.0711520811516437,3.2055049754378597,0.043746740876419034,0.05491429226390836
BA(k=2),14,2,20292013,24,0.4,0.3,25,3.0711520811516437,3.1260174995006422,0.017864767650459253,0.02662579969218317
BA(k=2),14,2,20292013,24,0.8,0.6,2,3.897355604462624,4.995843566289326,0.2818546915680188,0.1005974456226195
BA(k=2),14,2,20292013,24,0.8,0.6,5,3.897355604462624,4.552830482698312,0.16818451913526786,0.06436466630352557
BA(k=2),14,2,20292013,24,0.8,0.6,10,3.897355604462624,3.8432524147334868,0.013882025460337014,0.06544367058875775
BA(k=2),14,2,20292013,24,0.8,0.6,25,3.897355604462624,4.1194947871904,0.056997411904989706,0.06324898484484807
BA(k=2),12,3,20291814,20,0.2,0.15,2,1.5173350368168608,1.7081546314966691,0.12575969713328375,0.24985701937408933
BA(k=2),12,3,20291814,20,0.2,0.15,5,1.5173350368168608,1.51609476219322,0.0008174032718856577,0.06512879347807778
BA(k=2),12,3,20291814,20,0.2,0.15,10,1.5173350368168608,1.453752634024523,0.04190399697467211,0.07696725422683025
BA(k=2),12,3,20291814,20,0.2,0.15,25,1.5173350368168608,1.5209779118881837,0.002400837641609517,0.04325304219443242
BA(k=2),12,3,20291814,20,0.2,0.15,0,1.5173350368168608,1.5173350368168608,0.0,7.162170724261573e-16
BA(k=2),12,3,20291814,20,0.4,0.3,2,2.627511170711385,2.798592881826289,0.06511169696324617,0.17152819575811715
BA(k=2),12,3,20291814,20,0.4,0.3,5,2.627511170711385,2.6924328066557606,0.024708414817813388,0.06252692691317666
BA(k=2),12,3,20291814,20,0.4,0.3,10,2.627511170711385,2.659541322527302,0.012190300910212669,0.03270366196777783
BA(k=2),12,3,20291814,20,0.4,0.3,25,2.627511170711385,2.647565523253953,0.00763245186780233,0.037110034286225946
BA(k=2),12,3,20291814,20,0.4,0.3,0,2.627511170711385,2.627511170711391,2.1971970252319654e-15,1.3658870315560736e-15
BA(k=2),12,3,20291814,20,0.8,0.6,2,3.4603463491621325,3.3507381063577513,0.031675512143725465,0.09962366616762514
BA(k=2),12,3,20291814,20,0.8,0.6,5,3.4603463491621325,3.1530402151314325,0.08880791198982414,0.0710342801397423
BA(k=2),12,3,20291814,20,0.8,0.6,10,3.4603463491621325,3.4039172693417865,0.016307350226375274,0.024042882441763558
BA(k=2),12,3,20291814,20,0.8,0.6,25,3.4603463491621325,3.3934749393885277,0.019325062587967984,0.033609747847000396
BA(k=2),12,3,20291814,20,0.8,0.6,0,3.4603463491621325,3.4603463491621285,1.1550297240096575e-15,6.175551528325764e-16
BA(k=2),14,3,20292014,24,0.2,0.15,2,1.8204667547412712,2.2027626711875983,0.2099988453239619,0.21571899660023003
BA(k=2),14,3,20292014,24,0.2,0.15,5,1.8204667547412712,1.93431717303934,0.06253913618666963,0.07991103434267763
BA(k=2),14,3,20292014,24,0.2,0.15,10,1.8204667547412712,1.874401930799725,0.029627113990400373,0.04923075059535155
BA(k=2),14,3,20292014,24,0.2,0.15,25,1.8204667547412712,1.7433126940359942,0.042381471951813965,0.037689272023947486
BA(k=2),14,3,20292014,24,0.4,0.3,2,3.086398489286752,2.9159281601360147,0.05523276716939163,0.0905014273960205
BA(k=2),14,3,20292014,24,0.4,0.3,5,3.086398489286752,3.4761579373291394,0.1262829311883374,0.1046279211466883
BA(k=2),14,3,20292014,24,0.4,0.3,10,3.086398489286752,2.9913393378041726,0.030799377271775095,0.04622042850028384
BA(k=2),14,3,20292014,24,0.4,0.3,25,3.086398489286752,3.179538950862641,0.030177717459100126,0.021977513711968735
BA(k=2),14,3,20292014,24,0.8,0.6,2,3.911764314659211,3.8245085858071324,0.022305978027635898,0.12473717356224938
BA(k=2),14,3,20292014,24,0.8,0.6,5,3.911764314659211,3.852531297468224,0.015142276585788386,0.04305919399366904
BA(k=2),14,3,20292014,24,0.8,0.6,10,3.911764314659211,3.8475678773768363,0.01641112094657661,0.05051190390637869
BA(k=2),14,3,20292014,24,0.8,0.6,25,3.911764314659211,4.002640637975654,0.023231543622371887,0.016709276346260793
BA(k=2),12,4,20291815,20,0.2,0.15,2,1.3784061763681337,1.6359119729851408,0.18681416336619383,0.3788011045010918
BA(k=2),12,4,20291815,20,0.2,0.15,5,1.3784061763681337,1.3529728172338795,0.018451280595148476,0.09642338861157822
BA(k=2),12,4,20291815,20,0.2,0.15,10,1.3784061763681337,1.301896652943164,0.05550578975680402,0.07421356797006506
BA(k=2),12,4,20291815,20,0.2,0.15,25,1.3784061763681337,1.3380804655514873,0.029255317850430545,0.05240209448509138
BA(k=2),12,4,20291815,20,0.2,0.15,0,1.3784061763681337,1.378406176368132,1.2887034822207842e-15,1.2867320032869066e-15
BA(k=2),12,4,20291815,20,0.4,0.3,2,2.4153250723719357,1.8856181990553662,0.2193107997659207,0.26545763565359454
BA(k=2),12,4,20291815,20,0.4,0.3,5,2.4153250723719357,2.677789145100641,0.10866614839175921,0.09730196530546693
BA(k=2),12,4,20291815,20,0.4,0.3,10,2.4153250723719357,2.4318273046775536,0.006832302821007893,0.03365815315670639
BA(k=2),12,4,20291815,20,0.4,0.3,25,2.4153250723719357,2.3477652790082875,0.027971304623316033,0.025338468330588348
BA(k=2),12,4,20291815,20,0.4,0.3,0,2.4153250723719357,2.415325072371935,3.6772624515833897e-16,1.4228515076257365e-15
BA(k=2),12,4,20291815,20,0.8,0.6,2,3.2931992090854796,3.090540939642482,0.0615384179869507,0.1384352633937275
BA(k=2),12,4,20291815,20,0.8,0.6,5,3.2931992090854796,3.3150073179525728,0.006622165099192184,0.035056834392815345
BA(k=2),12,4,20291815,20,0.8,0.6,10,3.2931992090854796,3.0521821540532144,0.07318629688946014,0.07011268231113858
BA(k=2),12,4,20291815,20,0.8,0.6,25,3.2931992090854796,3.0713742120167606,0.06735851158251664,0.07417981822275443
BA(k=2),12,4,20291815,20,0.8,0.6,0,3.2931992090854796,3.293199209085482,6.742519684580303e-16,1.2031874113371595e-15
BA(k=2),14,4,20292015,24,0.2,0.15,2,1.804122409213203,1.776170688132337,0.015493250867082921,0.2332814106579213
BA(k=2),14,4,20292015,24,0.2,0.15,5,1.804122409213203,1.737523441774162,0.03691488288097122,0.12353745120288197
BA(k=2),14,4,20292015,24,0.2,0.15,10,1.804122409213203,1.7619789262694345,0.02335954740573717,0.09845686732066669
BA(k=2),14,4,20292015,24,0.2,0.15,25,1.804122409213203,1.7825378524581492,0.011964020093551823,0.03232402519701148
BA(k=2),14,4,20292015,24,0.4,0.3,2,3.0547087084539557,3.8059924726137226,0.24594284950331827,0.16994723229973324
BA(k=2),14,4,20292015,24,0.4,0.3,5,3.0547087084539557,3.465972139410889,0.13463261810160654,0.07322994968756628
BA(k=2),14,4,20292015,24,0.4,0.3,10,3.0547087084539557,3.1302782672748837,0.024738711947161443,0.03481692412764579
BA(k=2),14,4,20292015,24,0.4,0.3,25,3.0547087084539557,2.97887687159477,0.024824572192209245,0.028379199845203564
BA(k=2),14,4,20292015,24,0.8,0.6,2,3.890241798325719,4.089267263592181,0.05116017861720549,0.1239692985733008
BA(k=2),14,4,20292015,24,0.8,0.6,5,3.890241798325719,3.638054388566302,0.06482563882480341,0.07466172440992326
BA(k=2),14,4,20292015,24,0.8,0.6,10,3.890241798325719,3.783275702810526,0.02749600180668179,0.03727208409825684
BA(k=2),14,4,20292015,24,0.8,0.6,25,3.890241798325719,3.8959109786434527,0.0014572822491840172,0.03745574774593784
BA(k=2),12,5,20291816,20,0.2,0.15,2,1.595694860954336,1.68723425699568,0.057366479194272194,0.25440325439412353
BA(k=2),12,5,20291816,20,0.2,0.15,5,1.595694860954336,1.4830989507790173,0.07056230669814811,0.094707604148024
BA(k=2),12,5,20291816,20,0.2,0.15,10,1.595694860954336,1.7119535418492169,0.07285771467945329,0.07353687029150754
BA(k=2),12,5,20291816,20,0.2,0.15,25,1.595694860954336,1.5717778882104116,0.01498843753223617,0.040042892847493586
BA(k=2),12,5,20291816,20,0.2,0.15,0,1.595694860954336,1.5956948609543342,1.113218374556816e-15,2.9721712110139546e-15
BA(k=2),12,5,20291816,20,0.4,0.3,2,2.6399272857550464,2.2387751890629857,0.15195573713589128,0.09326299469687914
BA(k=2),12,5,20291816,20,0.4,0.3,5,2.6399272857550464,2.6255773022785944,0.00543574952002807,0.09731168172725245
BA(k=2),12,5,20291816,20,0.4,0.3,10,2.6399272857550464,2.307396435041844,0.12596212498258075,0.12666047333000788
BA(k=2),12,5,20291816,20,0.4,0.3,25,2.6399272857550464,2.691308589299253,0.01946315105778044,0.04596324659646679
BA(k=2),12,5,20291816,20,0.4,0.3,0,2.6399272857550464,2.6399272857550438,1.0093214587682445e-15,2.5871714747366853e-15
BA(k=2),12,5,20291816,20,0.8,0.6,2,3.4580072943366136,3.248850932818841,0.06048465017998102,0.11171485666508503
BA(k=2),12,5,20291816,20,0.8,0.6,5,3.4580072943366136,3.2082017842176085,0.07223972908562877,0.06364882486813293
BA(k=2),12,5,20291816,20,0.8,0.6,10,3.4580072943366136,3.4313131686975256,0.007719511084550513,0.05349507920013823
BA(k=2),12,5,20291816,20,0.8,0.6,25,3.4580072943366136,3.7371126419822835,0.08071277006927591,0.06756317190215029
BA(k=2),12,5,20291816,20,0.8,0.6,0,3.4580072943366136,3.458007294336613,1.2842344507988003e-16,1.8060399572332574e-15
BA(k=2),14,5,20292016,24,0.2,0.15,2,1.796094891619526,1.9939245788466138,0.11014434045224976,0.22524646175327723
BA(k=2),14,5,20292016,24,0.2,0.15,5,1.796094891619526,1.724214846926711,0.04002018213414183,0.11398221866202361
BA(k=2),14,5,20292016,24,0.2,0.15,10,1.796094891619526,1.8505587580975016,0.03032349055281029,0.07430233950361814
BA(k=2),14,5,20292016,24,0.2,0.15,25,1.796094891619526,1.8171479868833145,0.011721594088386375,0.03475021693830033
BA(k=2),14,5,20292016,24,0.4,0.3,2,3.0462276240692425,3.3765849124336036,0.10844799835511303,0.1369931772386509
BA(k=2),14,5,20292016,24,0.4,0.3,5,3.0462276240692425,3.3333753470138396,0.09426338356193374,0.06829662005245563
BA(k=2),14,5,20292016,24,0.4,0.3,10,3.0462276240692425,2.90225559227745,0.0472624010938061,0.063858245001993
BA(k=2),14,5,20292016,24,0.4,0.3,25,3.0462276240692425,2.8946723738536537,0.049751781192613816,0.044584255267418396
BA(k=2),14,5,20292016,24,0.8,0.6,2,3.8906803945715214,3.458581582630237,0.11105996075755051,0.10237354182417742
BA(k=2),14,5,20292016,24,0.8,0.6,5,3.8906803945715214,3.6856669158702027,0.052693477209632564,0.0719302308798725
BA(k=2),14,5,20292016,24,0.8,0.6,10,3.8906803945715214,3.6390392868318524,0.06467791805535393,0.06035720381518161
BA(k=2),14,5,20292016,24,0.8,0.6,25,3.8906803945715214,3.933668614553074,0.011049023723853588,0.031962872317832736
BA(k=2),12,6,20291817,20,0.2,0.15,2,1.6060842842467675,1.7115476976605741,0.06566493081853893,0.23326915228035106
BA(k=2),12,6,20291817,20,0.2,0.15,5,1.6060842842467675,1.6314310164645547,0.01578169493743253,0.08664538886113347
BA(k=2),12,6,20291817,20,0.2,0.15,10,1.6060842842467675,1.6066717631385823,0.000365783351208298,0.10688949411006014
BA(k=2),12,6,20291817,20,0.2,0.15,25,1.6060842842467675,1.560134172843599,0.02861002492451299,0.037246753529427516
BA(k=2),12,6,20291817,20,0.2,0.15,0,1.6060842842467675,1.6060842842467657,1.1060171977421088e-15,6.2674887483316665e-16
BA(k=2),12,6,20291817,20,0.4,0.3,2,2.7711553658813544,3.0167313329330687,0.08861862098215845,0.12823403374717982
BA(k=2),12,6,20291817,20,0.4,0.3,5,2.7711553658813544,2.7402296265470865,0.011159872057347494,0.11063940781145767
BA(k=2),12,6,20291817,20,0.4,0.3,10,2.7711553658813544,2.8584178006796135,0.03148954976420302,0.04227556550460281
BA(k=2),12,6,20291817,20,0.4,0.3,25,2.7711553658813544,2.7360248485000294,0.012677209590575188,0.03725393320281243
BA(k=2),12,6,20291817,20,0.4,0.3,0,2.7711553658813544,2.7711553658813544,0.0,1.2780867156146816e-15
BA(k=2),12,6,20291817,20,0.8,0.6,2,3.616481496339256,3.5592954238341625,0.015812626875868062,0.11474794237578011
BA(k=2),12,6,20291817,20,0.8,0.6,5,3.616481496339256,3.5181500635549514,0.027189806690242905,0.07690344406375911
BA(k=2),12,6,20291817,20,0.8,0.6,10,3.616481496339256,3.5563493879226775,0.016627240724844505,0.037168576935688445
BA(k=2),12,6,20291817,20,0.8,0.6,25,3.616481496339256,3.61876770374168,0.0006321634452542065,0.03355278044167232
BA(k=2),12,6,20291817,20,0.8,0.6,0,3.616481496339256,3.616481496339256,0.0,1.1413793907110103e-15
BA(k=2),14,6,20292017,24,0.2,0.15,2,1.7660288002487883,1.8439029727210647,0.04409564128359967,0.21798773211555872
BA(k=2),14,6,20292017,24,0.2,0.15,5,1.7660288002487883,1.7364970721963984,0.01672211010841366,0.08731697983806899
BA(k=2),14,6,20292017,24,0.2,0.15,10,1.7660288002487883,1.6619665591760802,0.058924430370585354,0.11468049639412152
BA(k=2),14,6,20292017,24,0.2,0.15,25,1.7660288002487883,1.7658805483394249,8.394648453214418e-5,0.039293454372940885
BA(k=2),14,6,20292017,24,0.4,0.3,2,3.0007381905382244,2.8157916604471684,0.06163367756448064,0.1656189653443754
BA(k=2),14,6,20292017,24,0.4,0.3,5,3.0007381905382244,2.8546777037568574,0.04867485182210084,0.06125804547935908
BA(k=2),14,6,20292017,24,0.4,0.3,10,3.0007381905382244,2.873156305340395,0.04251683322460925,0.07923697747903236
BA(k=2),14,6,20292017,24,0.4,0.3,25,3.0007381905382244,3.027736868297393,0.008997345334657821,0.027323438018145258
BA(k=2),14,6,20292017,24,0.8,0.6,2,3.867200287003784,3.9959900912311404,0.033303111985218604,0.1285908033825668
BA(k=2),14,6,20292017,24,0.8,0.6,5,3.867200287003784,3.772023369991049,0.02461132342500829,0.0922486284390655
BA(k=2),14,6,20292017,24,0.8,0.6,10,3.867200287003784,3.7486985638081376,0.03064276851496062,0.047916669488933715
BA(k=2),14,6,20292017,24,0.8,0.6,25,3.867200287003784,3.9121381883690995,0.011620267384737024,0.02485679209015059
BA(k=2),12,7,20291818,20,0.2,0.15,2,1.4980818097522972,1.4470416549862286,0.03407033877175768,0.3197299569784873
BA(k=2),12,7,20291818,20,0.2,0.15,5,1.4980818097522972,1.3852702595724768,0.07530399838342165,0.09272015586462816
BA(k=2),12,7,20291818,20,0.2,0.15,10,1.4980818097522972,1.435416853779617,0.04183012941265312,0.07829372043348752
BA(k=2),12,7,20291818,20,0.2,0.15,25,1.4980818097522972,1.5129863114026503,0.009949057223261707,0.02336225502621232
BA(k=2),12,7,20291818,20,0.2,0.15,0,1.4980818097522972,1.4980818097522977,2.96438556932676e-16,1.4330380941163619e-15
