family,n,inst,part,p,ceiling,kind,t_est_s,classes_missed,regret_raw,regret_norm
WS(k=4;b=0.1),16,4,B,1,0.806458,samp10,0.062,0,0.036614,0.036445
WS(k=4;b=0.1),16,4,B,1,0.806458,poly_S10_K200,0.242,0,0.165859,0.007632
WS(k=4;b=0.1),16,4,B,3,0.88983,exact,4.999,0,0.085566,0.029461
WS(k=4;b=0.1),16,4,B,3,0.88983,samp10,0.062,0,0.085566,0.012639
WS(k=4;b=0.1),16,4,B,3,0.88983,poly_S10_K200,0.242,0,0.269604,0.038707
WS(k=4;b=0.1),16,5,B,1,0.830957,exact,4.933,0,0.032487,0.049385
WS(k=4;b=0.1),16,5,B,1,0.830957,samp10,0.056,0,0.04025,0.011685
WS(k=4;b=0.1),16,5,B,1,0.830957,poly_S10_K200,0.248,0,0.165455,0.01442
WS(k=4;b=0.1),16,5,B,3,0.898942,exact,4.933,0,0.069929,0.018605
WS(k=4;b=0.1),16,5,B,3,0.898942,samp10,0.056,0,0.07512,0.00321
WS(k=4;b=0.1),16,5,B,3,0.898942,poly_S10_K200,0.248,0,0.318218,0.018158
WS(k=4;b=0.5),16,1,B,1,0.776844,exact,5.021,0,0.0434,0.056835
WS(k=4;b=0.5),16,1,B,1,0.776844,samp10,0.055,0,0.073853,0.002725
WS(k=4;b=0.5),16,1,B,1,0.776844,poly_S10_K200,0.274,0,0.171043,0.014388
WS(k=4;b=0.5),16,1,B,3,0.87872,exact,5.021,0,0.09968,0.064712
WS(k=4;b=0.5),16,1,B,3,0.87872,samp10,0.055,0,0.122097,0.04693
WS(k=4;b=0.5),16,1,B,3,0.87872,poly_S10_K200,0.274,0,0.286389,0.047747
WS(k=4;b=0.5),16,2,B,1,0.807499,exact,5.099,0,0.04486,0.07251
WS(k=4;b=0.5),16,2,B,1,0.807499,samp10,0.055,0,0.069429,0.006979
WS(k=4;b=0.5),16,2,B,1,0.807499,poly_S10_K200,0.287,0,0.174104,0.009415
WS(k=4;b=0.5),16,2,B,3,0.890601,exact,5.099,0,0.084009,0.034065
WS(k=4;b=0.5),16,2,B,3,0.890601,samp10,0.055,0,0.081831,0.009167
WS(k=4;b=0.5),16,2,B,3,0.890601,poly_S10_K200,0.287,0,0.280987,0.047443
WS(k=4;b=0.5),16,3,B,1,0.787217,exact,4.955,0,0.050756,0.09063
WS(k=4;b=0.5),16,3,B,1,0.787217,samp10,0.058,0,0.04376,0.031546
WS(k=4;b=0.5),16,3,B,1,0.787217,poly_S10_K200,0.272,0,0.171832,0.002814
WS(k=4;b=0.5),16,3,B,3,0.885589,exact,4.955,0,0.101424,0.09314
WS(k=4;b=0.5),16,3,B,3,0.885589,samp10,0.058,0,0.101424,0.020853
WS(k=4;b=0.5),16,3,B,3,0.885589,poly_S10_K200,0.272,0,0.311303,0.03047
WS(k=4;b=0.5),16,4,B,1,0.805132,exact,4.994,0,0.043036,0.061802
WS(k=4;b=0.5),16,4,B,1,0.805132,samp10,0.07,0,0.048505,0.014205
WS(k=4;b=0.5),16,4,B,1,0.805132,poly_S10_K200,0.245,0,0.272639,0.005669
WS(k=4;b=0.5),16,4,B,3,0.901961,exact,4.994,0,0.09697,0.070096
WS(k=4;b=0.5),16,4,B,3,0.901961,samp10,0.07,0,0.104522,0.022792
WS(k=4;b=0.5),16,4,B,3,0.901961,poly_S10_K200,0.245,0,0.337714,0.027697
WS(k=4;b=0.5),16,5,B,1,0.817258,exact,4.858,0,0.037114,0.071291
WS(k=4;b=0.5),16,5,B,1,0.817258,samp10,0.072,0,0.044028,0.028584
WS(k=4;b=0.5),16,5,B,1,0.817258,poly_S10_K200,0.257,0,0.177258,0.012392
WS(k=4;b=0.5),16,5,B,3,0.914899,exact,4.858,0,0.100643,0.051026
WS(k=4;b=0.5),16,5,B,3,0.914899,samp10,0.072,0,0.07804,0.011734
WS(k=4;b=0.5),16,5,B,3,0.914899,poly_S10_K200,0.257,0,0.261664,0.10673
3-regular,16,1,B,1,0.747398,exact,4.774,0,0.042225,0.065451
3-regular,16,1,B,1,0.747398,samp10,0.036,0,0.026209,0.027198
3-regular,16,1,B,1,0.747398,poly_S10_K200,0.189,0,0.201943,0.006465
3-regular,16,1,B,3,0.842812,exact,4.774,0,0.098904,0.054015
3-regular,16,1,B,3,0.842812,samp10,0.036,0,0.060326,0.025895
3-regular,16,1,B,3,0.842812,poly_S10_K200,0.189,0,0.306316,0.102628
3-regular,16,2,B,1,0.769089,exact,4.753,0,0.048258,0.055049
3-regular,16,2,B,1,0.769089,samp10,0.033,0,0.048258,0.019756
3-regular,16,2,B,1,0.769089,poly_S10_K200,0.19,0,0.198879,0.012408
3-regular,16,2,B,3,0.870465,exact,4.753,0,0.101687,0.053907
3-regular,16,2,B,3,0.870465,samp10,0.033,0,0.101645,0.016667
3-regular,16,2,B,3,0.870465,poly_S10_K200,0.19,0,0.327366,0.078721
3-regular,16,3,B,1,0.740683,exact,4.858,0,0.050397,0.049281
3-regular,16,3,B,1,0.740683,samp10,0.032,0,0.046738,0.02309
3-regular,16,3,B,1,0.740683,poly_S10_K200,0.282,0,0.195229,0.012703
3-regular,16,3,B,3,0.8634,exact,4.858,0,0.122815,0.097734
3-regular,16,3,B,3,0.8634,samp10,0.032,0,0.136226,0.020112
3-regular,16,3,B,3,0.8634,poly_S10_K200,0.282,0,0.351376,0.084069
3-regular,16,4,B,1,0.755149,exact,4.883,0,0.047271,0.062551
3-regular,16,4,B,1,0.755149,samp10,0.029,0,0.030061,0.017134
3-regular,16,4,B,1,0.755149,poly_S10_K200,0.201,0,0.193039,0.008541
3-regular,16,4,B,3,0.86833,exact,4.883,0,0.117723,0.103138
3-regular,16,4,B,3,0.86833,samp10,0.029,0,0.092002,0.051395
3-regular,16,4,B,3,0.86833,poly_S10_K200,0.201,0,0.27822,0.062579
3-regular,16,5,B,1,0.807543,exact,4.981,0,0.050671,0.057801
3-regular,16,5,B,1,0.807543,samp10,0.027,0,0.036071,0.037787
3-regular,16,5,B,1,0.807543,poly_S10_K200,0.199,0,0.197967,0.017266
3-regular,16,5,B,3,0.912889,exact,4.981,0,0.104321,0.063529
3-regular,16,5,B,3,0.912889,samp10,0.027,0,0.085309,0.037504
3-regular,16,5,B,3,0.912889,poly_S10_K200,0.199,0,0.240546,0.078685
